// Re = 0.05
(-180.000000	0.000000	0.091250)
(-177.892857	0.066735	0.092946)
(-175.785714	0.133470	0.098023)
(-173.678571	0.200205	0.106455)
(-171.571429	0.266939	0.118194)
(-169.464286	0.333674	0.133175)
(-167.357143	0.400409	0.151314)
(-165.250000	0.467144	0.172512)
(-163.142857	0.533879	0.196649)
(-161.035714	0.600614	0.223591)
(-158.928571	0.667348	0.253190)
(-156.821429	0.734083	0.285280)
(-154.714286	0.800818	0.319682)
(-152.607143	0.867553	0.356205)
(-150.500000	0.934288	0.394645)
(-146.178571	0.859516	0.478562)
(-141.857143	0.796359	0.567663)
(-137.535714	0.738409	0.659856)
(-133.214286	0.681728	0.752972)
(-128.892857	0.623901	0.844812)
(-124.571429	0.563533	0.933204)
(-120.250000	0.499957	1.016045)
(-115.928571	0.433060	1.091355)
(-111.607143	0.363154	1.157321)
(-107.285714	0.290897	1.212336)
(-102.964286	0.217222	1.255042)
(-98.642857	0.143279	1.284355)
(-94.321429	0.070390	1.299495)
(-90.000000	0.000000	1.300000)
(-85.678571	-0.070390	1.299495)
(-81.357143	-0.143279	1.284355)
(-77.035714	-0.217222	1.255042)
(-72.714286	-0.290897	1.212336)
(-68.392857	-0.363154	1.157321)
(-64.071429	-0.433060	1.091355)
(-59.750000	-0.499957	1.016045)
(-55.428571	-0.563533	0.933204)
(-51.107143	-0.623901	0.844812)
(-46.785714	-0.681728	0.752972)
(-42.464286	-0.738409	0.659856)
(-38.142857	-0.796359	0.567663)
(-33.821429	-0.859516	0.478562)
(-29.500000	-0.934288	0.394645)
(-27.750000	-0.912924	0.369528)
(-26.000000	-0.891561	0.344412)
(-24.250000	-0.870197	0.319295)
(-22.500000	-0.848834	0.294178)
(-20.750000	-0.827470	0.269061)
(-19.000000	-0.806107	0.243945)
(-17.250000	-0.784743	0.218828)
(-15.500000	-0.763380	0.193711)
(-13.750000	-0.742016	0.168595)
(-12.000000	-0.720653	0.143478)
(-10.250000	-0.699289	0.118361)
(-8.500000	-0.677926	0.093244)
(-5.000000	-0.635199	0.043011)
(-4.750000	-0.611018	0.046136)
(-4.500000	-0.587304	0.048667)
(-4.250000	-0.564444	0.050580)
(-4.000000	-0.538631	0.052675)
(-3.750000	-0.517481	0.053547)
(-3.500000	-0.495010	0.054274)
(-3.250000	-0.475882	0.054383)
(-3.000000	-0.453333	0.054637)
(-2.750000	-0.440734	0.054250)
(-2.500000	-0.425337	0.053886)
(-2.250000	-0.408385	0.053632)
(-2.000000	-0.394853	0.053208)
(-1.750000	-0.386063	0.052566)
(-1.500000	-0.367635	0.052385)
(-1.250000	-0.359933	0.051791)
(-1.000000	-0.350366	0.051307)
(-0.750000	-0.338466	0.051004)
(-0.500000	-0.336362	0.050338)
(-0.250000	-0.423494	0.044222)
(0.000000	-0.407398	0.043980)
(0.250000	-0.390368	0.043847)
(0.500000	-0.373494	0.043750)
(0.750000	-0.355609	0.043762)
(1.000000	-0.336714	0.043883)
(1.250000	-0.316575	0.044137)
(1.500000	-0.293871	0.044610)
(1.750000	-0.267358	0.045409)
(2.000000	-0.236025	0.046596)
(2.250000	-0.200650	0.048170)
(2.500000	-0.147708	0.051573)
(2.750000	-0.096010	0.054782)
(3.000000	-0.047420	0.057919)
(3.250000	-0.026970	0.059118)
(3.500000	-0.013594	0.059614)
(3.750000	0.002347	0.060474)
(4.000000	0.024507	0.062000)
(4.250000	0.046201	0.063478)
(4.500000	0.070226	0.065367)
(4.750000	0.101170	0.068188)
(5.000000	0.123641	0.070053)
(5.250000	0.148056	0.072391)
(5.500000	0.178144	0.075430)
(5.750000	0.198905	0.077550)
(6.000000	0.222464	0.080214)
(6.250000	0.250066	0.083338)
(6.750000	0.289799	0.088413)
(7.000000	0.316157	0.091779)
(7.250000	0.335130	0.094419)
(7.500000	0.352548	0.097096)
(7.750000	0.370744	0.099978)
(8.000000	0.389561	0.103006)
(8.250000	0.408301	0.106094)
(8.500000	0.426419	0.109194)
(8.750000	0.443604	0.112270)
(9.000000	0.460556	0.115358)
(9.250000	0.479063	0.118531)
(9.500000	0.500368	0.121934)
(9.750000	0.511800	0.124768)
(10.000000	0.531007	0.127577)
(10.250000	0.621649	0.116581)
(10.500000	0.648163	0.117029)
(10.750000	0.673199	0.117271)
(11.250000	0.711300	0.118809)
(11.500000	0.741156	0.116920)
(12.000000	1.026215	0.055230)
(12.250000	1.040913	0.056647)
(12.500000	1.053512	0.058948)
(12.750000	1.071319	0.061080)
(13.000000	1.085317	0.063926)
(13.250000	1.102502	0.066711)
(13.500000	1.120309	0.069642)
(13.750000	1.133452	0.073154)
(14.000000	1.122808	0.078737)
(14.500000	1.122976	0.088691)
(14.750000	1.095387	0.097398)
(15.000000	1.078913	0.105440)
(15.500000	0.824583	0.199185)
(16.750000	0.829510	0.233675)
(17.000000	0.840710	0.237623)
(17.250000	0.852687	0.241644)
(17.500000	0.865441	0.245822)
(17.750000	0.875786	0.249358)
(18.000000	0.883643	0.252398)
(18.250000	0.892355	0.255680)
(18.500000	0.902311	0.259204)
(18.750000	0.913822	0.263091)
(19.000000	0.927587	0.267354)
(19.250000	0.936765	0.270370)
(19.500000	0.944545	0.273203)
(19.750000	0.954578	0.276703)
(20.000000	0.968110	0.280978)
(20.250000	0.977755	0.283994)
(20.500000	0.985534	0.286731)
(20.750000	0.997045	0.290570)
(21.000000	1.009721	0.294445)
(21.250000	1.016490	0.296685)
(21.500000	1.028079	0.300573)
(21.750000	1.039200	0.303891)
(22.000000	1.046824	0.306434)
(22.250000	1.060900	0.311121)
(22.500000	1.067669	0.312925)
(22.750000	1.078325	0.316522)
(23.000000	1.088825	0.319598)
(23.250000	1.097459	0.322480)
(23.500000	1.109825	0.326331)
(23.750000	1.117138	0.328523)
(24.000000	1.130358	0.332907)
(24.250000	1.136894	0.334615)
(24.500000	1.149882	0.338987)
(24.750000	1.156495	0.340658)
(25.000000	1.168783	0.344642)
(25.250000	1.176096	0.346677)
(25.500000	1.187140	0.350055)
(25.750000	1.195697	0.352816)
(26.000000	1.205419	0.355505)
(26.250000	1.215842	0.359090)
(26.500000	1.223932	0.361088)
(26.750000	1.236531	0.365944)
(27.000000	1.242678	0.366816)
(27.250000	1.253023	0.369940)
(27.500000	1.262046	0.372847)
(27.750000	1.270602	0.375075)
(28.000000	1.282191	0.379374)
(28.250000	1.288882	0.380682)
(28.500000	1.298294	0.383347)
(28.750000	1.308560	0.387089)
(29.000000	1.315873	0.388590)
(29.250000	1.325441	0.391424)
(29.500000	1.334697	0.394645)
(33.821429	1.227880	0.478562)
(38.142857	1.137655	0.567663)
(42.464286	1.054870	0.659856)
(46.785714	0.973898	0.752972)
(51.107143	0.891287	0.844812)
(55.428571	0.805046	0.933204)
(59.750000	0.714225	1.016045)
(64.071429	0.618657	1.091355)
(68.392857	0.518792	1.157321)
(72.714286	0.415568	1.212336)
(77.035714	0.310317	1.255042)
(81.357143	0.204684	1.284355)
(85.678571	0.100557	1.299495)
(90.000000	0.000000	1.300000)
(94.321429	-0.070390	1.299495)
(98.642857	-0.143279	1.284355)
(102.964286	-0.217222	1.255042)
(107.285714	-0.290897	1.212336)
(111.607143	-0.363154	1.157321)
(115.928571	-0.433060	1.091355)
(120.250000	-0.499957	1.016045)
(124.571429	-0.563533	0.933204)
(128.892857	-0.623901	0.844812)
(133.214286	-0.681728	0.752972)
(137.535714	-0.738409	0.659856)
(141.857143	-0.796359	0.567663)
(146.178571	-0.859516	0.478562)
(150.500000	-0.934288	0.394645)
(152.607143	-0.867553	0.356205)
(154.714286	-0.800818	0.319682)
(156.821429	-0.734083	0.285280)
(158.928571	-0.667348	0.253190)
(161.035714	-0.600614	0.223591)
(163.142857	-0.533879	0.196649)
(165.250000	-0.467144	0.172512)
(167.357143	-0.400409	0.151314)
(169.464286	-0.333674	0.133175)
(171.571429	-0.266939	0.118194)
(173.678571	-0.200205	0.106455)
(175.785714	-0.133470	0.098023)
(177.892857	-0.066735	0.092946)
(180.000000	0.000000	0.091250)
