time,azimuth,fx1,fy1,fz1,mx1,my1,mz1,fx2,fy2,fz2,mx2,my2,mz2,fx3,fy3,fz3,mx3,my3,mz3,Fx1,Fy1,Fz1,Mx1,My1,Mz1,Fx2,Fy2,Fz2,Mx2,My2,Mz2,Fx3,Fy3,Fz3,Mx3,My3,Mz3,Gauge1,Gauge2,Gauge3,Gauge4,Gauge5,Gauge6,Gauge7,
0.23000,70.99275,62.14099,6.05711,-17.58390,4.12493,39.95666,26.97121,49.65222,-9.67085,1.87855,9.99227,50.44672,-4.32196,62.14124,12.25912,14.10611,-11.52068,83.29406,-21.52498,62.14099,-14.65245,-11.45372,4.12493,38.51407,-28.99392,49.65222,9.13519,-3.68817,9.99227,-48.69695,13.86208,62.14124,-2.60565,18.50619,-11.52068,70.88476,48.75013,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.23500,72.53607,62.13285,5.57887,-17.73284,4.59073,39.64490,27.20961,49.94890,-9.73677,2.16502,10.21652,51.28865,-4.95149,62.16086,12.64345,13.78048,-12.19717,82.95170,-21.01986,62.13285,-15.24121,-10.64344,4.59073,37.85306,-29.65177,49.94890,9.03472,-4.22682,10.21652,-48.99116,15.96586,62.16086,-1.60651,18.63270,-12.19717,71.56837,46.91255,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.24000,74.07939,62.12727,5.09743,-17.87028,5.04244,39.35091,27.42959,50.28568,-9.81012,2.46038,10.45782,52.17866,-5.59005,62.18159,13.01961,13.44487,-12.85593,82.59553,-20.49956,62.12727,-15.78657,-9.80382,5.04244,37.17162,-30.31744,50.28568,8.91689,-4.77294,10.45782,-49.25132,18.11543,62.18159,-0.60133,18.70597,-12.85593,72.18435,45.07408,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.24500,75.62271,62.12201,4.61266,-17.99473,5.47942,39.07355,27.62992,50.64204,-9.88560,2.76433,10.71087,53.09571,-6.23566,62.20158,13.38640,13.09854,-13.49493,82.22329,-19.96378,62.12201,-16.28581,-8.93640,5.47942,36.46679,-30.98916,50.64204,8.77594,-5.32441,10.71087,-49.45486,20.30405,62.20158,0.40707,18.72437,-13.49493,72.73137,43.23622,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.25000,77.16603,62.11833,4.12518,-18.10734,5.90170,38.81399,27.81083,51.02925,-9.96767,3.07903,10.98092,54.05187,-6.88993,62.22046,13.74318,12.74147,-14.11269,81.83488,-19.41288,62.11833,-16.73866,-8.04424,5.90170,35.73767,-31.66681,51.02925,8.61489,-5.88375,10.98092,-49.61055,22.53597,62.22046,1.41563,18.68733,-14.11269,73.21008,41.40160,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.25500,78.70935,62.11548,3.63512,-18.20748,6.30909,38.57186,27.97195,51.47651,-10.07052,3.41051,11.28400,55.07851,-7.55727,62.23653,14.08832,12.37282,-14.70669,81.42849,-18.84689,62.11548,-17.14340,-7.12954,6.30909,34.98243,-32.34885,51.47651,8.44439,-6.46059,11.28400,-49.74392,24.82533,62.23653,2.42101,18.59318,-14.70669,73.61974,39.57193,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.26000,80.25267,62.11277,3.14270,-18.29454,6.70138,38.34682,28.11291,51.98799,-10.18572,3.75825,11.61268,56.18328,-8.24156,62.25250,14.42343,11.99470,-15.27782,81.00782,-18.26690,62.11277,-17.49837,-6.19466,6.70138,34.19932,-33.03363,51.98799,8.25503,-7.05180,11.61268,-49.85686,27.18048,62.25250,3.42032,18.44477,-15.27782,73.96454,37.75175,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.26500,81.79599,62.11018,2.64822,-18.36825,7.07842,38.13902,28.23362,52.57099,-10.30507,4.12090,11.95937,57.37851,-8.94847,62.26821,14.74823,11.60738,-15.82507,80.57297,-17.67327,62.11018,-17.80238,-5.24223,7.07842,33.38705,-33.71983,52.57099,8.03828,-7.65260,11.95937,-49.95403,29.61357,62.26821,4.41062,18.24248,-15.82507,74.24561,35.94353,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.27000,83.33932,62.10881,2.15211,-18.42916,7.44042,37.94922,28.33454,53.19625,-10.43017,4.50043,12.32581,58.63124,-9.67205,62.28718,15.06568,11.21354,-16.35092,80.12852,-17.06712,62.10881,-18.05515,-4.27517,7.44042,32.54499,-34.40658,53.19625,7.79376,-8.26436,12.32581,-50.00189,32.10891,62.28718,5.39015,17.99068,-16.35092,74.46828,34.15172,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.27500,84.88264,62.10992,1.65470,-18.47726,7.78766,37.77819,28.41631,53.84608,-10.55635,4.89621,12.70713,59.92194,-10.40900,62.30635,15.37251,10.81094,-16.85135,79.67115,-16.44834,62.10992,-18.25602,-3.29620,7.78766,31.67272,-35.09298,53.84608,7.51629,-8.88340,12.70713,-49.97978,34.65555,62.30635,6.35530,17.68617,-16.85135,74.63100,32.37674,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.28000,86.42596,62.10992,1.15620,-18.51105,8.11952,37.62406,28.47703,54.49711,-10.66955,5.30244,13.08763,61.22559,-11.15569,62.32489,15.66812,10.39964,-17.32511,79.20011,-15.81709,62.10992,-18.40298,-2.30790,8.11952,30.76707,-35.77567,54.49711,7.19489,-9.49677,13.08763,-49.86341,37.23793,62.32489,7.30308,17.32938,-17.32511,74.73437,30.62043,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.28500,87.96928,62.10466,0.65691,-18.52663,8.43477,37.48403,28.51516,55.03346,-10.72829,5.69696,13.41439,62.40803,-11.88419,62.34312,15.95241,9.98007,-17.77157,78.71614,-15.17392,62.10466,-18.49172,-1.31300,8.43477,29.82551,-36.45005,55.03346,6.80336,-10.06310,13.41439,-49.54506,39.76535,62.34312,8.23071,16.92148,-17.77157,74.78055,28.88509,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.29000,89.51260,62.09742,0.15761,-18.52737,8.73445,37.36061,28.53179,55.59921,-10.78820,6.10680,13.75442,63.63096,-12.62366,62.36049,16.22492,9.55240,-18.18972,78.21890,-14.51914,62.09742,-18.52536,-0.31521,8.73445,28.84857,-37.11655,55.59921,6.38010,-10.62886,13.75442,-49.15608,42.33127,62.36049,9.13527,16.46339,-18.18972,74.77068,27.17253,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.29500,91.05592,61.96927,-0.33967,-18.42872,8.98075,37.17453,28.48023,56.22074,-10.85889,6.53911,14.12072,64.92495,-13.38041,62.37757,16.48562,9.11711,-18.57910,77.70953,-13.85343,61.96927,-18.41933,0.67922,8.98075,27.79034,-37.69305,56.22074,5.92906,-11.20365,14.12072,-48.71627,44.95564,62.37757,10.01417,15.95662,-18.57910,74.70748,25.48494,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.30000,92.59924,61.94144,-0.83340,-18.35826,9.23129,37.05619,28.46481,56.89192,-10.93542,6.99329,14.50846,66.28501,-14.15505,62.39349,16.73394,8.67433,-18.93865,77.18725,-13.17700,61.94144,-18.30158,1.66508,9.23129,26.75504,-38.30894,56.89192,5.44495,-11.78313,14.50846,-48.21627,47.63674,62.39349,10.86452,15.40230,-18.93865,74.59176,23.82380,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.30500,94.14256,61.99717,-1.32622,-18.31099,9.48544,37.00067,28.47231,57.65334,-11.02254,7.47477,14.92652,67.76306,-14.96223,62.40873,16.96974,8.22449,-19.26791,76.65316,-12.49054,61.99717,-18.16735,2.64551,9.48544,25.72505,-38.96080,57.65334,4.92749,-12.37289,14.92652,-47.68605,50.41568,62.40873,11.68379,14.80214,-19.26791,74.42634,22.19099,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.31000,95.68588,62.07477,-1.81721,-18.25159,9.72770,36.97215,28.47316,58.40394,-11.09830,7.97079,15.34418,69.23520,-15.77057,62.42251,17.19262,7.76787,-19.56614,76.10664,-11.79438,62.07477,-17.98175,3.61654,9.72770,24.67007,-39.61121,58.40394,4.36465,-12.94819,15.34418,-47.03510,53.19702,62.42251,12.46934,14.15774,-19.56614,74.21232,20.58783,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.31500,97.22920,62.17982,-2.30644,-18.18282,9.95950,36.97360,28.47019,59.09714,-11.15099,8.47302,15.74385,70.64230,-16.56336,62.43563,17.40266,7.30497,-19.83319,75.54916,-11.08925,62.17982,-17.74804,4.57621,9.95950,23.59115,-40.26234,59.09714,3.75244,-13.49281,15.74385,-46.22602,55.92705,62.43563,13.21895,13.47125,-19.83319,73.95294,19.01602,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.32000,98.77252,62.33947,-2.79705,-18.12535,10.19109,37.02307,28.47382,59.76964,-11.18195,8.98170,16.12863,72.03179,-17.35426,62.44770,17.59947,6.83610,-20.06849,74.98068,-10.37561,62.33947,-17.48673,5.52866,10.19109,22.49426,-40.93256,59.76964,3.09327,-14.00495,16.12863,-45.29099,58.63851,62.44770,13.93020,12.74454,-20.06849,73.64997,17.47675,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.32500,100.31584,62.53303,-3.28737,-18.06083,10.41435,37.10740,28.47527,60.39916,-11.18506,9.49094,16.48824,73.37494,-18.13478,62.45940,17.78323,6.36177,-20.27210,74.40246,-9.65414,62.53303,-17.18021,6.46846,10.41435,21.37000,-41.60677,60.39916,2.38785,-14.47348,16.48824,-44.21441,61.30121,62.45940,14.60118,11.98003,-20.27210,73.30651,15.97136,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.33000,101.85916,62.77034,-3.77887,-17.99560,10.63269,37.23401,28.47730,60.93384,-11.13898,9.98011,16.79106,74.60855,-18.88897,62.47079,17.95400,5.88244,-20.44404,73.81501,-8.92536,62.77034,-16.83492,7.39643,10.63269,20.21763,-42.29155,60.93384,1.63642,-14.86612,16.79106,-42.96285,63.85469,62.47079,15.23006,11.18009,-20.44404,72.92491,14.50086,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.33500,103.40248,63.03363,-4.26919,-17.91674,10.83893,37.39381,28.47023,61.51573,-11.09303,10.49107,17.10661,75.90161,-19.65581,62.48209,18.11185,5.39852,-20.58440,73.21901,-8.18984,63.03363,-16.43923,8.30584,10.83893,19.02735,-42.97454,61.51573,0.85097,-15.24446,17.10661,-41.64004,66.43427,62.48209,15.81515,10.34718,-20.58440,72.50774,13.06616,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.34000,104.94580,63.31978,-4.75803,-17.82465,11.03272,37.58769,28.44983,62.12127,-11.03859,11.01773,17.42243,77.22643,-20.42904,62.49218,18.25584,4.91015,-20.69216,72.61360,-7.44797,63.31978,-15.99452,9.19414,11.03272,17.79331,-43.65347,62.12127,0.02950,-15.59615,17.42243,-40.22712,69.01483,62.49218,16.35398,9.48327,-20.69216,72.05602,11.66775,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.34500,106.48913,63.61775,-5.24336,-17.71362,11.21124,37.81028,28.40991,62.61284,-10.93809,11.52196,17.67779,78.40817,-21.15953,62.50117,18.38587,4.41775,-20.76732,71.99939,-6.70036,63.61775,-15.49689,10.05543,11.21124,16.50969,-44.31896,62.61284,-0.82544,-15.86556,17.67779,-38.63760,71.43320,62.50117,16.84493,8.59098,-20.76732,71.57226,10.30628,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.35000,108.03245,63.89470,-5.71954,-17.56907,11.36495,38.04543,28.33249,63.07912,-10.81928,12.02972,17.91328,79.55253,-21.87180,62.51099,18.50337,3.92206,-20.81165,71.37906,-5.94774,63.89470,-14.93559,10.87721,11.36495,15.16367,-44.94717,63.07912,-1.70942,-16.08878,17.91328,-36.93534,73.77507,62.51099,17.28793,7.67363,-20.81165,71.06096,8.98253,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.35500,109.57577,64.14749,-6.18592,-17.39535,11.49637,38.29280,28.21487,63.49339,-10.67104,12.52769,18.11037,80.62755,-22.55828,62.52075,18.60761,3.42327,-20.82454,70.75204,-5.19059,64.14749,-14.31727,11.65673,11.49637,13.75391,-45.53293,63.49339,-2.61733,-16.24696,18.11037,-35.10947,76.00659,62.52075,17.68110,6.73354,-20.82454,70.52345,7.69661,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.36000,111.11909,64.37323,-6.64077,-17.19291,11.60637,38.54998,28.05669,63.86854,-10.49797,13.01915,18.27438,81.64799,-23.22189,62.52930,18.69760,2.92158,-20.80517,70.11753,-4.42938,64.37323,-13.64541,12.38948,11.60637,12.28237,-46.06975,63.86854,-3.54517,-16.34434,18.27438,-33.17362,78.13553,62.52930,18.02240,5.77312,-20.80517,69.96073,6.44856,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.36500,112.66241,64.56156,-7.08006,-16.95668,11.69234,38.80918,27.85527,64.18468,-10.29056,13.48992,18.38873,82.58617,-23.85309,62.53734,18.77365,2.41748,-20.75420,69.47678,-3.66473,64.56156,-12.91952,13.06684,11.69234,10.75139,-46.54542,64.18468,-4.48418,-16.36355,18.38873,-31.12434,80.12941,62.53734,18.31116,4.79537,-20.75420,69.37587,5.23853,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.37000,114.20573,64.70646,-7.50236,-16.68905,11.75555,39.06740,27.60776,64.44963,-10.05479,13.94425,18.45932,83.44957,-24.45222,62.54609,18.83658,1.91145,-20.67291,68.83165,-2.89730,64.70646,-12.14566,13.68550,11.75555,9.16227,-46.95213,64.44963,-5.42968,-16.31134,18.45932,-28.97396,81.98934,62.54609,18.54737,3.80336,-20.67291,68.77248,4.06653,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.37500,115.74905,64.80312,-7.90565,-16.39081,11.79644,39.32082,27.31339,64.66454,-9.79426,14.38428,18.48878,84.23582,-25.01587,62.55360,18.88509,1.40372,-20.56028,68.18044,-2.12751,64.80312,-11.32884,14.24133,11.79644,7.51917,-47.28224,64.66454,-6.37737,-16.19148,18.48878,-26.73186,83.70708,62.55360,18.72909,2.79972,-20.56028,68.15057,2.93222,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.38000,117.29237,64.84082,-8.28716,-16.06132,11.81419,39.56326,26.96776,64.82928,-9.51160,14.81150,18.47936,84.94158,-25.54088,62.56134,18.92012,0.89478,-20.41781,67.52524,-1.35602,64.84082,-10.47343,14.72923,11.81419,5.82467,-47.52457,64.82928,-7.32336,-16.00686,18.47936,-24.40730,85.27422,62.56134,18.85673,1.78755,-20.41781,67.51391,1.83535,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.38500,118.83569,64.84958,-8.65040,-15.71182,11.81724,39.80915,26.58765,64.97183,-9.20951,15.22811,18.43575,85.60467,-26.03946,62.56807,18.94094,0.38495,-20.24523,66.86521,-0.58334,64.84958,-9.59158,15.15561,11.81724,4.09102,-47.69628,64.97183,-8.26462,-15.76091,18.43575,-22.01829,86.72605,62.56807,18.92921,0.76975,-20.24523,66.86326,0.77546,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.39000,120.37901,64.81620,-8.99149,-15.33849,11.80265,40.05010,26.16828,65.02395,-8.87421,15.60812,18.32680,86.13114,-26.48029,62.57032,18.94513,-0.12532,-20.04054,66.19717,0.18991,64.81620,-8.68534,15.51389,11.80265,2.32130,-47.78494,65.02395,-9.18218,-15.42895,18.32680,-19.55152,87.96315,62.57032,18.94389,-0.25064,-20.04054,66.19698,-0.24798,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.39500,121.92233,64.66802,-9.29456,-14.91937,11.75252,40.24284,25.67921,65.02392,-8.51543,15.96295,18.16825,86.56958,-26.87701,62.56050,18.92755,-0.63528,-19.79905,65.51378,0.96292,64.66802,-7.74837,15.77780,11.75252,0.51646,-47.73512,65.02392,-10.07634,-15.02650,18.16825,-17.03167,89.03139,62.56050,18.89558,-1.26984,-19.79905,65.50921,-1.23527,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.40000,123.46565,64.50921,-9.58104,-14.49425,11.69738,40.44687,25.16779,64.99293,-8.13855,16.29893,17.96851,86.94787,-27.23814,62.55278,18.89729,-1.14444,-19.53112,64.83062,1.73508,64.50921,-6.80800,15.98533,11.69738,-1.30851,-47.61990,64.99293,-10.94634,-14.56258,17.96851,-14.47353,89.95757,62.55278,18.79355,-2.28469,-19.53112,64.81694,-2.18711,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.40500,125.00897,64.28741,-9.84232,-14.05160,11.62768,40.63147,24.61181,64.92440,-7.74253,16.61070,17.72309,87.25620,-27.56005,62.54493,18.85339,-1.65243,-19.23642,64.14578,2.50583,64.28741,-5.86255,16.12294,11.62768,-3.15186,-47.39961,64.92440,-11.78447,-14.03525,17.72309,-11.88397,90.73021,62.54493,18.63712,-3.29225,-19.23642,64.11960,-3.10442,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.41000,126.55229,64.01781,-10.07928,-13.59539,11.54631,40.80296,24.02084,64.79270,-7.32528,16.88913,17.42273,87.45574,-27.82762,62.53788,18.79694,-2.15902,-18.91679,63.46072,3.27465,64.01781,-4.91859,16.19364,11.54631,-5.00419,-47.08334,64.79270,-12.57967,-13.44077,17.42273,-9.26996,91.30690,62.53788,18.42779,-4.28984,-18.91679,63.41987,-3.98825,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.41500,128.09561,63.66897,-10.27503,-13.10630,11.43633,40.93613,23.38879,64.62949,-6.89218,17.14104,17.07807,87.59085,-28.05627,62.53142,18.72751,-2.66386,-18.57255,62.77571,4.04099,63.66897,-3.97498,16.17254,11.43633,-6.85003,-46.64632,64.62949,-13.33240,-12.78923,17.07807,-6.64571,91.73411,62.53142,18.16574,-5.27462,-18.57255,62.71919,-4.83970,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.42000,129.63894,63.28125,-10.44828,-12.61234,11.31993,41.05875,22.72920,64.41839,-6.44198,17.35807,16.68215,87.63662,-28.23633,62.52518,18.64482,-3.16657,-18.20419,62.09084,4.80430,63.28125,-3.04706,16.09203,11.31993,-8.69003,-46.11856,64.41839,-14.03212,-12.07896,16.68215,-4.01977,91.98538,62.52518,17.85139,-6.24373,-18.20419,62.01870,-5.65994,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.42500,131.18226,62.80292,-10.58086,-12.09397,11.17876,41.13214,22.02915,64.18655,-5.98067,17.55029,16.24623,87.62994,-28.37984,62.51761,18.54786,-3.66661,-17.81158,61.40508,5.56388,62.80292,-2.13512,15.92670,11.17876,-10.50417,-45.46206,64.18655,-14.68310,-11.32200,16.24623,-1.40289,92.10023,62.51761,17.48467,-7.19399,-17.81158,61.31833,-6.45007,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.43000,132.72558,62.32675,-10.69770,-11.58261,11.04040,41.21652,21.32221,63.92492,-5.50817,17.71255,15.76660,87.55647,-28.48100,62.50974,18.43737,-4.16369,-17.39633,60.71997,6.31926,62.32675,-1.25046,15.71732,11.04040,-12.30135,-44.74500,63.92492,-15.27795,-10.51943,15.76660,1.19655,92.06450,62.50974,17.06730,-8.12283,-17.39633,60.62048,-7.21146,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.43500,134.26890,61.76694,-10.78043,-11.05913,10.88608,41.25753,20.57696,63.64032,-5.02607,17.84363,15.24493,87.42614,-28.54358,62.50176,18.31362,-4.65750,-16.95959,60.03618,7.06989,61.76694,-0.39410,15.43913,10.88608,-14.06428,-43.90662,63.64032,-15.81260,-9.67563,15.24493,3.77124,91.89039,62.50176,16.60069,-9.02763,-16.95959,59.92658,-7.94551,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.44000,135.81222,61.10838,-10.82238,-10.51982,10.71024,41.24017,19.79397,63.34064,-4.53631,17.94341,14.68399,87.25049,-28.57202,62.49254,18.17589,-5.14745,-16.50164,59.35313,7.81507,61.10838,0.42785,15.08666,10.71024,-15.77500,-42.93836,63.34064,-16.28424,-8.79588,14.68399,6.31535,91.59216,62.49254,16.08551,-9.90533,-16.50164,59.23669,-8.65351,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.44500,137.35554,60.53145,-10.86965,-10.01073,10.55875,41.28124,19.03700,63.06872,-4.04603,18.03515,14.10501,87.09156,-28.58874,62.48194,18.02418,-5.63308,-16.02347,58.67124,8.55420,60.53145,1.21366,14.72722,10.55875,-17.46875,-41.96893,63.06872,-16.71207,-7.89581,14.10501,8.83100,91.23744,62.48194,15.52323,-10.75323,-16.02347,58.55179,-9.33690,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.45000,138.89886,59.86457,-10.86893,-9.48195,10.37903,41.26226,18.25346,62.80919,-3.55257,18.10569,13.49972,86.92981,-28.58849,62.47040,17.85877,-6.11403,-15.52635,57.99143,9.28678,59.86457,1.95694,14.29025,10.37903,-19.09354,-40.88031,62.80919,-17.08289,-6.97219,13.49972,11.31597,90.80773,62.47040,14.91571,-11.56886,-15.52635,57.87319,-9.99720,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.45500,140.44218,59.12601,-10.83206,-8.94764,10.18334,41.19517,17.45026,62.58446,-3.05937,18.16940,12.88074,86.79829,-28.58355,62.45817,17.68016,-6.59001,-15.01175,57.31445,10.01227,59.12601,2.65297,13.79694,10.18334,-20.64743,-39.68926,62.58446,-17.40920,-6.03380,12.88074,13.77453,90.33950,62.45817,14.26511,-12.35002,-15.01175,57.20199,-10.63601,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.46000,141.98550,58.35716,-10.76961,-8.41853,9.98171,41.10666,16.64225,62.39628,-2.56654,18.22843,12.25044,86.70116,-28.57635,62.44525,17.48843,-7.06064,-14.48074,56.64079,10.73014,58.35716,3.30025,13.26516,9.98171,-22.13678,-38.42766,62.39628,-17.69255,-5.08295,12.25044,16.20905,89.83855,62.44525,13.57334,-13.09436,-14.48074,56.53885,-11.25489,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.46500,143.52882,57.59890,-10.69836,-7.90805,9.78937,41.02664,15.84018,62.24426,-2.07380,18.28328,11.60951,86.63889,-28.56771,62.43152,17.28369,-7.52550,-13.93449,55.97086,11.43982,57.59890,3.90246,12.71861,9.78937,-23.57612,-37.12496,62.24426,-17.93307,-4.12118,11.60951,18.62120,89.30656,62.43152,12.84245,-13.79965,-13.93449,55.88430,-11.85544,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.47000,145.07214,56.75911,-10.59984,-7.40221,9.58914,40.89325,15.01515,62.14844,-1.58232,18.35207,10.96719,86.63880,-28.56615,62.41977,17.06912,-7.98564,-13.37683,55.30779,12.14113,56.75911,4.45243,12.13776,9.58914,-24.93046,-35.72373,62.14844,-18.14831,-3.15293,10.96719,21.01817,88.77242,62.41977,12.07679,-14.46639,-13.37683,55.24132,-12.44005,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,
0.47500,146.61546,55.99253,-10.51097,-6.92664,9.41347,40.80812,14.21824,62.06109,-1.08795,18.39622,10.30383,86.63789,-28.55317,62.40900,16.84354,-8.44030,-12.80762,54.65106,12.83349,55.99253,4.96520,11.56743,9.41347,-26.25097,-34.32707,62.06109,-18.29990,-2.17211,10.30383,23.38853,88.17247,62.40900,11.27743,-15.09183,-12.80762,54.60928,-13.01013,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00200,
0.48000,148.15878,55.31504,-10.43605,-6.48102,9.26478,40.78316,13.45268,62.00500,-0.59270,18.43741,9.63032,86.66538,-28.53667,62.39750,16.60542,-8.88837,-12.22659,53.99958,13.51612,55.31504,5.44639,11.01143,9.26478,-27.54865,-32.94409,62.00500,-18.40885,-1.18478,9.63032,25.73740,87.53751,62.39750,10.44548,-15.67274,-12.22659,53.98684,-13.56690,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00200,
0.48500,149.70210,54.69176,-10.36958,-6.05898,9.13712,40.79668,12.70551,61.99538,-0.09614,18.49170,8.95209,86.74094,-28.52196,62.38511,16.35501,-9.32953,-11.63506,53.35371,14.18844,54.69176,5.89651,10.46282,9.13712,-28.81455,-31.55188,61.99538,-18.49095,-0.19229,8.95209,28.07059,86.88806,62.38511,9.58349,-16.20751,-11.63506,53.37398,-14.11199,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00200,
0.49000,151.24542,54.01056,-10.26396,-5.63207,8.98727,40.76262,11.95303,61.88995,0.40137,18.46204,8.22735,86.67374,-28.45192,62.36831,16.08941,-9.76153,-11.03179,52.71073,14.84935,54.01056,6.28894,9.87513,8.98727,-29.98600,-30.08830,61.88995,-18.44895,0.80255,8.22735,30.32905,86.03486,62.36831,8.69234,-16.69131,-11.03179,52.76764,-14.64582,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00200,
0.49500,152.78875,53.33078,-10.14995,-5.21888,8.84242,40.72692,11.20753,61.86636,0.89832,18.44166,7.50286,86.71391,-28.40981,62.35065,15.81194,-10.18570,-10.42054,52.07433,15.49895,53.33078,6.64016,9.28258,8.84242,-31.09464,-28.59046,61.86636,-18.37612,1.79451,7.50286,32.59511,85.22898,62.35065,7.77667,-17.12569,-10.42054,52.17083,-15.17094,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00200,
0.50000,154.33207,52.68800,-10.04239,-4.82616,8.71486,40.71636,10.47684,61.87016,1.39532,18.41923,6.77059,86.77648,-28.36172,62.33177,15.52261,-10.60154,-9.80244,51.44474,16.13661,52.68800,6.96093,8.69982,8.71486,-32.16036,-27.07947,61.87016,-18.26121,2.78266,6.77059,34.83551,84.38620,62.33177,6.83916,-17.50914,-9.80244,51.58304,-15.68889,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00200,
0.50500,155.87539,52.03012,-9.91868,-4.44196,8.58399,40.68907,9.75213,61.87422,1.89180,18.38380,6.02629,86.82132,-28.29315,62.31291,15.22235,-11.00918,-9.17914,50.82342,16.76221,52.03012,7.23684,8.10798,8.58399,-33.14932,-25.53090,61.87422,-18.09358,3.76372,6.02629,37.03201,83.46900,62.31291,5.88292,-17.84133,-9.17914,51.00495,-16.20145,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
