time,azimuth,fx1,fy1,fz1,mx1,my1,mz1,fx2,fy2,fz2,mx2,my2,mz2,fx3,fy3,fz3,mx3,my3,mz3,Fx1,Fy1,Fz1,Mx1,My1,Mz1,Fx2,Fy2,Fz2,Mx2,My2,Mz2,Fx3,Fy3,Fz3,Mx3,My3,Mz3,Gauge1,Gauge2,Gauge3,Gauge4,Gauge5,Gauge6,Gauge7,
0.51000,157.41871,51.41075,-9.80040,-4.07576,8.46802,40.68670,9.04374,61.87742,2.38731,18.33439,5.27070,86.84687,-28.20366,62.29389,14.91134,-11.40829,-8.55175,50.21062,17.37528,51.41075,7.48399,7.52659,8.46802,-34.09473,-23.97385,61.87742,-17.87267,4.73465,5.27070,39.18118,82.47824,62.29389,4.91075,-18.12131,-8.55175,50.43592,-16.71001,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.51500,158.96203,50.92117,-9.70817,-3.73400,8.38372,40.77957,8.36924,61.88078,2.88150,18.27143,4.50516,86.85469,-28.09393,62.27469,14.58981,-11.79860,-7.92147,49.60677,17.97533,50.92117,7.72060,6.97021,8.38372,-35.05687,-22.45068,61.88078,-17.59949,5.69264,4.50516,41.28116,81.41788,62.27469,3.92548,-18.34830,-7.92147,49.87537,-17.21605,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.52000,160.50535,50.51056,-9.63692,-3.41160,8.32640,40.93314,7.71345,61.88089,3.37343,18.19191,3.73043,86.84016,-27.96267,62.25630,14.25852,-12.18023,-7.28971,49.01309,18.56225,50.51056,7.94594,6.43204,8.32640,-36.01242,-20.93142,61.88089,-17.27191,6.63377,3.73043,43.32729,80.28618,62.25630,2.93011,-18.52236,-7.28971,49.32341,-17.72122,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.52500,162.04867,50.12262,-9.56614,-3.09925,8.27788,41.10369,7.06553,61.88148,3.86306,18.09866,2.94840,86.80847,-27.81161,62.23920,13.91782,-12.55308,-6.65750,48.43024,19.13586,50.12262,8.14523,5.89674,8.27788,-36.92505,-19.39010,61.88148,-16.89358,7.55592,2.94840,45.31956,79.09067,62.23920,1.92747,-18.64324,-6.65750,48.77961,-18.22688,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.53000,163.59199,49.74126,-9.49026,-2.79458,8.23288,41.27812,6.42305,61.88285,4.35022,17.99264,2.16027,86.75985,-27.64078,62.22134,13.56636,-12.91545,-6.02497,47.85690,19.69527,49.74126,8.31437,5.36153,8.23288,-37.78269,-17.82153,61.88285,-16.46641,8.45677,2.16027,47.25577,77.83428,62.22134,0.92024,-18.70850,-6.02497,48.24149,-18.73355,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.53500,165.13531,49.38194,-9.41526,-2.49899,8.19621,41.46890,5.78834,61.88454,4.83442,17.87337,1.36721,86.69369,-27.45009,62.20209,13.20448,-13.26699,-5.39343,47.29313,20.23975,49.38194,8.45909,4.83073,8.19621,-38.59619,-16.23295,61.88454,-15.99111,9.33345,1.36721,49.13357,76.51925,62.20209,-0.08841,-18.71800,-5.39343,47.70765,-19.24235,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.54000,166.67863,49.07375,-9.34972,-2.21386,8.17500,41.70056,5.16455,61.88683,5.31544,17.74131,0.57048,86.61046,-27.23983,62.18247,12.83328,-13.60818,-4.76448,46.74013,20.76917,49.07375,8.58804,4.30859,8.17500,-39.38854,-14.63393,61.88683,-15.46938,10.18363,0.57048,50.95133,75.14880,62.18247,-1.09540,-18.67286,-4.76448,47.17785,-19.75473,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.54500,168.22195,48.82426,-9.29558,-1.93823,8.17067,41.98057,4.55118,61.88936,5.79286,17.59637,-0.22873,86.50968,-27.00996,62.16482,12.45452,-13.94036,-4.13990,46.20025,21.28376,48.82426,8.70423,3.79485,8.17067,-40.16770,-13.02447,61.88936,-14.90253,11.00473,-0.22873,52.70695,73.72543,62.16482,-2.09798,-18.57545,-4.13990,46.65273,-20.27274,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.55000,169.76527,48.61754,-9.25390,-1.67083,8.18426,42.29752,3.94416,61.89227,6.26643,17.43883,-1.02916,86.39158,-26.76066,62.14689,12.06702,-14.26185,-3.51987,45.67197,21.78258,48.61754,8.80977,3.28849,8.18426,-40.92368,-11.39688,61.89227,-14.29233,11.79449,-1.02916,54.39891,72.25231,62.14689,-3.09322,-18.42404,-3.51987,46.12939,-20.79638,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.55500,171.30859,48.44673,-9.22098,-1.40959,8.21235,42.64620,3.34202,61.89628,6.73595,17.26916,-1.82958,86.25731,-26.49247,62.12881,11.67112,-14.57242,-2.90535,45.15572,22.26537,48.44673,8.90209,2.78681,8.21235,-41.65145,-9.74802,61.89628,-13.64080,12.55091,-1.82958,56.02649,70.73336,62.12881,-4.07821,-18.21919,-2.90535,45.60666,-21.32648,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.56000,172.85191,48.30670,-9.19366,-1.15297,8.25201,43.02265,2.74368,61.90198,7.20130,17.08787,-2.62885,86.10773,-26.20577,62.11118,11.26743,-14.87226,-2.29737,44.65234,22.73195,48.30670,8.97873,2.28801,8.25201,-42.34687,-8.07584,61.90198,-12.95004,13.27217,-2.62885,57.58892,69.17225,62.11118,-5.05019,-17.96203,-2.29737,45.08365,-21.86407,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.56500,174.39523,48.19678,-9.17269,-0.90016,8.30390,43.42696,2.14832,61.91084,7.66256,16.89575,-3.42589,85.94515,-25.90154,62.09479,10.85644,-15.16145,-1.69674,44.16261,23.18241,48.19678,9.04093,1.79171,8.30390,-43.00953,-6.37937,61.91084,-12.22241,13.95686,-3.42589,59.08681,67.57372,62.09479,-6.00654,-17.65371,-1.69674,44.55957,-22.40993,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.57000,175.93856,48.11071,-9.15681,-0.65018,8.36685,43.85404,1.55498,61.92113,8.11906,16.69194,-4.21942,85.76715,-25.57910,62.08025,10.43864,-15.44017,-1.10423,43.68722,23.61673,48.11071,9.08776,1.29708,8.36685,-43.63378,-4.65709,61.92113,-11.45912,14.60234,-4.21942,60.51751,65.93880,62.08025,-6.94473,-17.29551,-1.10423,44.03339,-22.96482,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.57500,177.48188,48.05728,-9.14820,-0.40232,8.44287,44.31232,0.96345,61.93099,8.56991,16.47537,-5.00788,85.57126,-25.23789,62.06635,10.01387,-15.70766,-0.52062,43.22572,24.03408,48.05728,9.12169,0.80386,8.44287,-44.22720,-2.90940,61.93099,-10.66150,15.20571,-5.00788,61.87836,64.26865,62.06635,-7.86192,-16.88782,-0.52062,43.50274,-23.52895,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.58000,179.02520,48.03477,-9.14617,-0.15562,8.53144,44.80093,0.37288,61.94142,9.01514,16.24689,-5.79013,85.35900,-24.87854,62.05185,9.58183,-15.96274,0.05347,42.77752,24.43374,48.03477,9.14220,0.31120,8.53144,-44.78810,-1.13501,61.94142,-9.83229,15.76579,-5.79013,63.16965,62.56753,62.05185,-8.75496,-16.43080,0.05347,42.96525,-24.10208,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.58500,180.56852,48.04660,-9.15168,0.09081,8.63358,45.32376,-0.21754,61.95191,9.45413,16.00613,-6.56467,85.12988,-24.50118,62.03682,9.14301,-16.20541,0.61717,42.34302,24.81537,48.04660,9.15033,-0.18161,8.63358,-45.31938,0.66724,61.95191,-8.97355,16.28042,-6.56467,64.39041,60.83814,62.03682,-9.62129,-15.92610,0.61717,42.41942,-24.68456,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.59000,182.11184,48.08998,-9.16395,0.33792,8.74875,45.87901,-0.80869,61.96174,9.88635,15.75296,-7.33005,84.88301,-24.10570,62.02158,8.69789,-16.43567,1.16980,41.92270,25.17891,48.08998,9.14527,-0.67539,8.74875,-45.81805,2.49879,61.96174,-8.08763,16.74772,-7.33005,65.53939,59.08298,62.02158,-10.45845,-15.37547,1.16980,41.86392,-25.27652,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.59500,183.65516,48.16595,-9.18344,0.58665,8.87763,46.46838,-1.40143,61.97172,10.31174,15.48804,-8.08513,84.61969,-23.69273,62.00670,8.24709,-16.65389,1.71068,41.51730,25.52426,48.16595,9.12736,-1.17091,8.87763,-46.28451,4.36100,61.97172,-7.17737,17.16673,-8.08513,66.61719,57.30607,62.00670,-11.26437,-14.78108,1.71068,41.29754,-25.87831,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.60000,185.19848,48.27489,-9.20995,0.83792,9.02030,47.09303,-1.99664,61.98217,10.73015,15.21182,-8.82876,84.34057,-23.26268,61.99384,7.79144,-16.86105,2.23936,41.12820,25.85185,48.27489,9.09614,-1.66896,9.02030,-46.71842,6.25534,61.98217,-6.24552,17.53651,-8.82876,67.62414,55.51090,61.99384,-12.03757,-14.14562,2.23936,40.71974,-26.49056,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.60500,186.74180,48.41126,-9.24242,1.09257,9.17600,47.74821,-2.59479,61.99312,11.14128,14.92443,-9.55970,84.04587,-22.81586,61.98588,7.33178,-17.05845,2.75578,40.75740,26.16285,48.41126,9.05025,-2.17003,9.17600,-47.11342,8.18226,61.99312,-5.29472,17.85589,-9.55970,68.56032,53.70060,61.98588,-12.77705,-13.47192,2.75578,40.13081,-27.11417,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.61000,188.28512,48.57512,-9.28058,1.35143,9.34475,48.43450,-3.19649,62.00617,11.54543,14.62686,-10.27725,83.73807,-22.35326,61.97916,6.86726,-17.24362,3.25922,40.40277,26.45544,48.57512,8.98898,-2.67465,9.34475,-47.46839,10.14250,62.00617,-4.32790,18.12488,-10.27725,69.42794,51.87961,61.97916,-13.47915,-12.75987,3.25922,39.52661,-27.74745,-0.00601,-0.00200,-0.00200,-0.00200,-0.00200,0.00200,0.00601,
0.61500,189.82844,48.76993,-9.32463,1.61541,9.52711,49.15600,-3.80264,62.01944,11.94163,14.31833,-10.97965,83.41472,-21.87439,61.97243,6.39807,-17.41613,3.74911,40.06379,26.72884,48.76993,8.91203,-3.18340,9.52711,-47.78544,12.13769,62.01944,-3.34748,18.34153,-10.97965,70.22516,50.04930,61.97243,-14.14164,-12.01129,3.74911,38.90470,-28.38948,-0.00601,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.62000,191.37176,49.00605,-9.38089,1.88671,9.72983,49.92374,-4.41472,62.03309,12.32973,13.99923,-11.66584,83.07625,-21.37959,61.96564,5.92455,-17.57577,4.22501,39.74068,26.98283,49.00605,8.82472,-3.69934,9.72983,-48.07320,14.17173,62.03309,-2.35630,18.50536,-11.66584,70.95262,48.21281,61.96564,-14.76254,-11.22833,4.22501,38.26345,-29.03969,-0.00601,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.62500,192.91508,49.27804,-9.44572,2.16597,9.94979,50.73320,-5.03331,62.04667,12.70916,13.66947,-12.33438,82.72232,-20.86910,61.95519,5.44594,-17.71890,4.68630,39.43088,27.21613,49.27804,8.72265,-4.22236,9.94979,-48.32479,16.24519,62.04667,-1.35718,18.61545,-12.33438,71.61053,46.37276,61.95519,-15.33702,-10.41123,4.68630,37.59944,-29.69501,-0.00601,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.63000,194.45840,49.61040,-9.52204,2.45519,10.19099,51.61170,-5.66310,62.06004,13.07961,13.32926,-12.98410,82.35298,-20.34321,61.94222,4.96324,-17.84653,5.13249,39.13554,27.42888,49.61040,8.60746,-4.75487,10.19099,-48.56317,18.37000,62.06004,-0.35303,18.67139,-12.98410,72.19946,44.53198,61.94222,-15.86415,-9.56352,5.13249,36.91187,-30.35536,-0.00601,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.63500,196.00172,49.99182,-9.60677,2.75501,10.45083,52.54876,-6.30419,62.07269,13.44054,12.97860,-13.61361,81.96780,-19.80210,61.92965,4.47753,-17.96071,5.56364,38.85681,27.62214,49.99182,8.47508,-5.29653,10.45083,-48.77482,20.54584,62.07269,0.65319,18.67258,-13.61361,72.71968,42.69299,61.92965,-16.34424,-8.68913,5.56364,36.20102,-31.02129,-0.00601,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.64000,197.54504,50.38508,-9.68977,3.06355,10.71867,53.50549,-6.95215,62.08519,13.79192,12.61803,-14.22207,81.56783,-19.24637,61.91765,3.98934,-18.06195,5.97955,38.59518,27.79562,50.38508,8.31548,-5.84207,10.71867,-48.92066,22.75827,62.08519,1.65849,18.61938,-14.22207,73.17292,40.85900,61.91765,-16.77649,-7.79091,5.97955,35.46537,-31.69214,-0.00601,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.64500,199.08837,50.78731,-9.76748,3.38007,10.99092,54.47874,-7.60640,62.09909,14.13451,12.24872,-14.80951,81.15537,-18.67685,61.90658,3.49907,-18.15054,6.38020,38.35105,27.94939,50.78731,8.12505,-6.38844,10.99092,-48.99575,25.00413,62.09909,2.66012,18.51321,-14.80951,73.56214,39.03371,61.90658,-17.16003,-6.87161,6.38020,34.70373,-32.36700,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.65000,200.63169,51.23333,-9.85586,3.71079,11.28551,55.50601,-8.27228,62.11251,14.46689,11.86985,-15.37376,80.72827,-18.09339,61.89568,3.00692,-18.22588,6.76533,38.12410,28.08300,51.23333,7.91622,-6.94560,11.28551,-49.03131,27.29979,62.11251,3.65505,18.35279,-15.37376,73.88647,37.21847,61.89568,-17.49332,-5.93363,6.76533,33.91429,-33.04425,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.65500,202.17501,51.77650,-9.96763,4.06264,11.61863,56.64827,-8.96162,62.12572,14.78893,11.48180,-15.91396,80.28726,-17.49654,61.88530,2.51327,-18.28799,7.13495,37.91465,28.19656,51.77650,7.69699,-7.52430,11.61863,-49.07586,29.67992,62.12572,4.64035,18.13867,-15.91396,74.14769,35.41600,61.88530,-17.77553,-4.97974,7.13495,33.09600,-33.72271,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.66000,203.71833,52.42177,-10.09701,4.43613,11.98563,57.91585,-9.68033,62.13859,15.10025,11.08480,-16.42909,79.83245,-16.88666,61.87668,2.01857,-18.33777,7.48941,37.72355,28.29063,52.42177,7.45977,-8.12286,11.98563,-49.13010,32.15878,62.13859,5.61309,17.87131,-16.42909,74.34712,33.62865,61.87668,-18.00680,-4.01290,7.48941,32.24835,-34.40160,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.66500,205.26165,53.06000,-10.21303,4.81932,12.35046,59.18756,-10.40770,62.15192,15.40103,10.67944,-16.91872,79.36526,-16.26446,61.86892,1.52305,-18.37458,7.82862,37.55040,28.36467,53.06000,7.17969,-8.71688,12.35046,-49.08585,34.67084,62.15192,6.57053,17.55193,-16.91872,74.48739,31.85915,61.86892,-18.18597,-3.03569,7.82862,31.36961,-35.07898,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.67000,206.80497,53.72245,-10.33277,5.22058,12.73268,60.49577,-11.14720,62.16353,15.68939,10.26490,-17.38027,78.88328,-15.62985,61.86581,1.02724,-18.40220,8.15401,37.39801,28.42000,53.72245,6.86824,-9.31923,12.73268,-48.96841,37.23026,62.16353,7.50912,17.17959,-17.38027,74.56765,30.10862,61.86581,-18.31634,-2.05129,8.15401,30.46020,-35.75589,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.67500,208.34829,54.33522,-10.42625,5.62530,13.09533,61.75548,-11.88159,62.17482,15.96636,9.84245,-17.81433,78.38857,-14.98358,61.86331,0.53108,-18.41726,8.46466,37.26385,28.45488,54.33522,6.50485,-9.90139,13.09533,-48.70787,39.78008,62.17482,8.42656,16.75684,-17.81433,74.59126,28.37993,61.86331,-18.39430,-1.06171,8.46466,29.51714,-36.42819,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.68000,209.89161,54.92700,-10.49634,6.03362,13.44256,63.00077,-12.61837,62.18553,16.23167,9.41235,-18.22012,77.88119,-14.32605,61.86123,0.03485,-18.41939,8.76071,37.14777,28.46934,54.92700,6.09309,-10.46193,13.44256,-48.33126,42.33686,62.18553,9.32008,16.28483,-18.22012,74.55978,26.67497,61.86123,-18.41929,-0.06969,8.76071,28.53956,-37.09384,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.68500,211.43493,55.49923,-10.54483,6.44542,13.77557,64.23214,-13.35658,62.19583,16.48507,8.97492,-18.59697,77.36173,-13.65783,61.75491,-0.45925,-18.33359,9.00784,36.97708,28.42529,55.49923,5.63572,-10.99889,13.77557,-47.83912,44.89526,62.19583,10.18700,15.76488,-18.59697,74.47543,24.99569,61.75491,-18.31634,0.91821,9.00784,27.49041,-37.67730,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.69000,212.97825,56.12608,-10.60254,6.87965,14.13314,65.53344,-14.11194,62.20477,16.72602,8.53033,-18.94390,76.82933,-12.97911,61.80262,-0.95175,-18.29332,9.27066,36.90392,28.44429,56.12608,5.14949,-11.54236,14.13314,-47.29309,47.50939,62.20477,11.02454,15.19823,-18.94390,74.33897,23.34354,61.80262,-18.21916,1.90093,9.27066,26.48846,-38.33195,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.69500,214.52157,56.81893,-10.66792,7.33778,14.51513,66.92136,-14.89069,62.21418,16.95523,8.07940,-19.26140,76.28676,-12.29088,61.86665,-1.44183,-18.23238,9.51792,36.85247,28.45607,56.81893,4.63100,-12.09137,14.51513,-46.69857,50.19407,62.21418,11.83077,14.58731,-19.26140,74.15485,21.72081,61.86665,-18.06197,2.87468,9.51792,25.46226,-38.98109,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.70000,216.06489,57.60398,-10.74660,7.82647,14.93088,68.42961,-15.70246,62.22209,17.17154,7.62197,-19.54789,75.73192,-11.59320,61.98297,-1.93197,-18.18336,9.76355,36.84778,28.47347,57.60398,4.07957,-12.65307,14.93088,-46.07107,52.97769,62.22209,12.60264,13.93305,-19.54789,73.92277,20.12833,61.98297,-17.87746,3.84232,9.76355,24.42096,-39.64990,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.70500,217.60821,58.32830,-10.80260,8.32159,15.32876,69.86911,-16.49808,62.22924,17.37497,7.15853,-19.80323,75.16624,-10.88680,62.14095,-2.42225,-18.13407,10.00340,36.88222,28.49275,58.32830,3.47952,-13.18476,15.32876,-45.28236,55.70804,62.22924,13.33795,13.23757,-19.80323,73.64595,18.56772,62.14095,-17.65373,4.80185,10.00340,23.35876,-40.32992,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.00601,
0.71000,219.15153,59.04536,-10.84860,8.83263,15.72650,71.30345,-17.29201,62.23559,17.56534,6.68945,-20.02704,74.59009,-10.17222,62.33852,-2.91297,-18.08211,10.23692,36.95484,28.51248,59.04536,2.83617,-13.69904,15.72650,-44.37660,58.42870,62.23559,14.03449,12.50292,-20.02704,73.32657,17.04024,62.33852,-17.38865,5.75178,10.23692,22.27202,-41.01924,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.71500,220.69485,59.74613,-10.87375,9.35121,16.11035,72.72458,-18.08432,62.24158,17.74281,6.21523,-20.21944,74.00444,-9.45007,62.57839,-3.40479,-18.02822,10.46434,37.06868,28.53233,59.74613,2.14713,-14.18003,16.11035,-43.34773,61.13003,62.24158,14.69041,11.73152,-20.21944,72.96745,15.54710,62.57839,-17.08320,6.69129,10.46434,21.15756,-41.71976,-0.01001,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.72000,222.23818,60.40612,-10.86948,9.86905,16.46648,74.10223,-18.86698,62.24707,17.90726,5.73623,-20.38024,73.40954,-8.72084,62.84610,-3.89596,-17.96159,10.67992,37.21662,28.54410,60.40612,1.41318,-14.61323,16.46648,-42.17945,63.78086,62.24707,15.30377,10.92561,-20.38024,72.57070,14.08923,62.84610,-16.72756,7.61485,10.67992,20.00640,-42.42153,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.72500,223.78150,60.97425,-10.82264,10.37183,16.77253,75.37058,-19.62073,62.25195,18.05850,5.25281,-20.50925,72.80572,-7.98508,63.14113,-4.38671,-17.88441,10.88423,37.40133,28.54449,60.97425,0.63740,-14.97659,16.77253,-40.84056,66.31551,62.25195,15.87272,10.08752,-20.50925,72.13855,12.66742,63.14113,-16.32454,8.52084,10.88423,18.81299,-43.12445,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.73000,225.32482,61.56090,-10.76087,10.88357,17.07023,76.66588,-20.38075,62.25551,18.19590,4.76518,-20.60582,72.19260,-7.24325,63.44073,-4.87301,-17.78244,11.06979,37.60967,28.52281,61.56090,-0.17353,-15.30419,17.07023,-39.40994,68.84686,62.25551,16.39510,9.21946,-20.60582,71.67250,11.28224,63.44073,-15.86226,9.39947,11.06979,17.56874,-43.81070,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.73500,226.86814,62.17364,-10.69080,11.41171,17.36782,77.99451,-21.14640,62.25815,18.31952,4.27383,-20.67017,71.57116,-6.49598,63.72667,-5.35249,-17.65240,11.23316,37.83581,28.46596,62.17364,-1.01898,-15.60390,17.36782,-37.89100,71.37637,62.25815,16.86948,8.32413,-20.67017,71.17540,9.93435,63.72667,-15.33978,10.24440,11.23316,16.26239,-44.46790,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.74000,228.41146,62.65746,-10.57307,11.91353,17.59929,79.15808,-21.86093,62.26039,18.42969,3.77923,-20.70284,70.94244,-5.74391,63.98463,-5.82218,-17.49045,11.37233,38.07187,28.36710,62.65746,-1.89234,-15.81585,17.59929,-36.19282,73.71554,62.26039,17.29483,7.40439,-20.70284,70.65016,8.62424,63.98463,-14.75630,11.04833,11.37233,14.89050,-45.08251,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.74500,229.95478,63.12536,-10.43865,12.42037,17.81252,80.29563,-22.55998,62.26188,18.52619,3.28175,-20.70383,70.30654,-4.98755,64.20972,-6.27917,-17.29432,11.48675,38.31352,28.22575,63.12536,-2.79211,-15.98234,17.81252,-34.39107,75.98417,62.26188,17.66977,6.46288,-20.70383,70.09872,7.35215,64.20972,-14.11307,11.80436,11.48675,13.45557,-45.64610,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.75000,231.49810,63.55467,-10.27721,12.91934,17.99074,81.38005,-23.23711,62.26224,18.60862,2.78171,-20.67298,69.66351,-4.22746,64.39576,-6.72126,-17.06458,11.57666,38.55668,28.03986,63.55467,-3.71254,-16.08563,17.99074,-32.47731,78.15306,62.26224,17.99288,5.50228,-20.67298,69.52297,6.11820,64.39576,-13.41425,12.50733,11.57666,11.95924,-46.15006,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.75500,233.04142,63.92336,-10.08231,13.39983,18.12058,82.38246,-23.88355,62.26263,18.67765,2.27962,-20.61139,69.01514,-3.46430,64.54120,-7.14773,-16.80520,11.64457,38.80090,27.80864,63.92336,-4.64554,-16.11296,18.12058,-30.44679,80.18907,62.26263,18.26389,4.52566,-20.61139,68.92648,4.92252,64.54120,-12.66693,13.15499,11.64457,10.40359,-46.58965,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.76000,234.58474,64.25293,-9.86786,13.87760,18.22056,83.32326,-24.50003,62.26327,18.73341,1.77586,-20.51957,68.36213,-2.69863,64.62987,-7.55406,-16.51111,11.68706,39.03551,27.52643,64.25293,-5.59147,-16.08409,18.22056,-28.31881,82.10397,62.26327,18.48221,3.53587,-20.51957,68.31170,3.76498,64.62987,-11.87155,13.73852,11.68706,8.79080,-46.94888,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.76500,236.12806,64.51722,-9.61921,14.33005,18.26600,84.17108,-25.07912,62.26265,18.77496,1.27071,-20.39692,67.70331,-1.93094,64.66534,-7.93978,-16.18703,11.70722,39.26240,27.19550,64.51722,-6.53687,-15.97338,18.26600,-26.08896,83.86357,62.26265,18.64629,2.53562,-20.39692,67.67916,2.64525,64.66534,-11.03640,14.25686,11.70722,7.12611,-47.22658,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.77000,237.67138,64.72918,-9.34239,14.76187,18.26410,84.93875,-25.62184,62.26272,18.80360,0.76464,-20.24534,67.04128,-1.16186,64.66807,-8.30650,-15.84078,11.71079,39.49052,26.82828,64.72918,-7.47763,-15.78854,18.26410,-23.77275,85.47471,62.26272,18.75700,1.52801,-20.24534,67.03313,1.56304,64.66807,-10.17146,14.71291,11.71079,5.42043,-47.43287,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.77500,239.21470,64.88024,-9.04085,15.17502,18.21664,85.61058,-26.12042,62.26140,18.81800,0.25794,-20.06393,66.37429,-0.39192,64.60932,-8.64722,-15.46307,11.69060,39.70228,26.41332,64.88024,-8.40942,-15.53383,18.21664,-21.37759,86.91632,62.26140,18.81270,0.51582,-20.06393,66.37343,0.51782,64.60932,-9.27555,15.09454,11.69060,3.67543,-47.54393,-0.01401,-0.00200,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.78000,240.75802,65.03034,-8.72608,15.58665,18.14506,86.26637,-26.59976,62.25308,18.81489,-0.24894,-19.84980,65.69693,0.37826,64.45053,-8.95373,-15.04508,11.63889,39.87504,25.93436,65.03034,-9.33768,-15.22813,18.14506,-18.93104,88.26692,62.25308,18.80995,-0.49783,-19.84980,65.69619,-0.49092,64.45053,-8.34970,15.38851,11.63889,1.89367,-47.52919,-0.01802,-0.00601,-0.00200,-0.00200,0.00200,0.00200,0.01001,
0.78500,242.30134,65.07255,-8.37520,15.95332,17.99946,86.76037,-27.01229,62.23918,18.79500,-0.75533,-19.60449,65.01140,1.14789,64.29339,-9.24744,-14.62724,11.58641,40.06741,25.43722,65.07255,-10.23217,-14.83089,17.99946,-16.41126,89.37391,62.23918,18.74951,-1.50944,-19.60449,65.00506,-1.46358,64.29339,-7.42209,15.63278,11.58641,0.08988,-47.45989,-0.01802,-0.00601,-0.00200,-0.00200,0.00200,0.00200,0.01001,
