time,angle_deg,tsr,cp,cd,ct,cd_blade1,ct_blade1,cd_blade2,ct_blade2,cd_blade3,ct_blade3
4.375,1350.40557775,4,0.371534051749,0.519749393013,0.0928835129372,171.289136863,30.8768920259,170.537931744,30.8657561534,171.630675791,31.0080413344
4.4,1358.12218105,4,0.371535530354,0.519683479065,0.0928838825886,171.31090422,30.8459432021,170.429787047,30.8575334893,171.6512859,31.0475819451
4.425,1365.83878435,4,0.371795145053,0.519838633764,0.0929487862631,171.361794787,30.8146343549,170.551903048,30.9195860181,171.633142202,31.0816491258
4.45,1373.55538765,4,0.371537624155,0.519720337541,0.0928844060387,171.442030569,30.7990701988,170.468513066,30.878941869,171.51799106,31.0735692703
4.475,1381.27199096,4,0.371795446146,0.519908235085,0.0929488615366,171.608256055,30.8371849121,170.594835841,30.9075085466,171.412764819,31.0712512059
4.5,1388.98859426,4,0.371854975229,0.519939453127,0.0929637438074,171.641896372,30.8328454829,170.644358255,30.9191397364,171.360403771,31.0788204344
4.525,1396.70519756,4,0.371990941383,0.520068954497,0.0929977353456,171.789655007,30.8817926092,170.720235044,30.9365008932,171.265638829,31.0464550817
4.55,1404.42180086,4,0.371658976944,0.519866552986,0.0929147442361,171.63747713,30.8388748512,170.792522717,30.9441989299,171.142936632,30.9988023708
4.575,1412.13840416,4,0.371677505638,0.519865291214,0.0929193764096,171.542352751,30.8276777109,170.935180178,30.9723872645,171.093616209,30.9864367259
4.6,1419.85500746,4,0.371755545147,0.519934893135,0.0929388862867,171.45858781,30.844172371,171.122195655,30.9995808127,171.059347049,30.9622304957
4.625,1427.57161076,4,0.371764366813,0.519966754085,0.0929410917031,171.361019166,30.8680719825,171.190164013,30.9753334138,171.120257522,30.9647805457
4.65,1435.28821407,4,0.371471412698,0.519805148103,0.0928678531746,171.196959763,30.8782540351,171.201312302,30.9264658117,171.111300638,30.9303322977
4.675,1443.00481737,4,0.371494563732,0.51980154192,0.092873640933,170.976154187,30.8794649243,171.302948558,30.9198454456,171.226369614,30.9415212566
4.7,1450.72142067,4,0.371692542445,0.519887894692,0.0929231356113,170.812233377,30.8822433286,171.436754075,30.9362204804,171.342215091,30.9717917184
4.725,1458.43802397,4,0.371766441958,0.519884813293,0.0929416104894,170.654998323,30.867273822,171.556086231,30.9686152287,171.376517552,30.9728149356
4.75,1466.15462727,4,0.37181069347,0.519869921768,0.0929526733675,170.55366443,30.8721708577,171.635345326,31.0033161264,171.3831287,30.9442640605
4.775,1473.87123057,4,0.371938551477,0.519856445362,0.0929846378693,170.484967498,30.9005686259,171.712470222,31.0498154827,171.360559544,30.9012857285
4.8,1481.58783387,4,0.372181432099,0.519976396624,0.0930453580246,170.520418731,30.9336945303,171.75610393,31.1041793026,171.400458799,30.8744293298
4.825,1489.30443718,4,0.372177176582,0.519994590774,0.0930442941454,170.56153509,30.9467902146,171.693563557,31.1217007211,171.439164517,30.8427498691
4.85,1497.02104048,4,0.372253867312,0.520075965388,0.0930634668281,170.638691721,30.9656667989,171.583541026,31.1187974848,171.552284792,30.8459217869
4.875,1504.73764378,4,0.372416579859,0.520202512257,0.0931041449647,170.736435995,30.9773805569,171.474725069,31.1147716012,171.68864692,30.8788538793
4.9,1512.45424708,4,0.372644196449,0.520369558047,0.0931610491123,170.82159296,30.9968711224,171.430954951,31.1137967705,171.812953487,30.9171609192
4.925,1520.17085038,4,0.372451190232,0.520280154904,0.093112797558,170.883464919,30.9985032866,171.312589553,31.0735592995,171.779055987,30.9075836714
4.95,1527.88745368,4,0.372579134126,0.520375113243,0.0931447835316,171.018985092,31.0238036287,171.287714123,31.0621614533,171.762116134,30.9256214091
4.975,1535.60405698,4,0.372597049636,0.520377933555,0.0931492624091,171.180442229,31.0496458313,171.181879361,31.0286475328,171.708250818,30.9377655998
5,1543.32066029,4,0.372967749005,0.520639175953,0.0932419372513,171.34498095,31.059400291,171.296819615,31.0654750462,171.688646459,30.9837259438
5.025,1551.03726359,4,0.372604543912,0.520465931093,0.093151135978,171.361858612,31.0100285973,171.22389169,31.0088958844,171.570841352,30.9990053719
5.05,1558.75386689,4,0.372681114071,0.520526621296,0.0931702785177,171.451293682,30.9898960832,171.359330451,31.0319585283,171.405740456,31.0151904078
5.075,1566.47047019,4,0.372670052332,0.520477411841,0.093167513083,171.509893893,30.970244809,171.482779307,31.0579638828,171.173768911,31.0060748476
5.1,1574.18707349,4,0.37314418372,0.520722524103,0.09328604593,171.824375701,31.0693251647,171.553859916,31.0776914288,171.032215172,31.0056302908
5.125,1581.90367679,4,0.372792002428,0.5204280791,0.0931980006071,171.764926898,31.0413456794,171.515824415,31.0452523692,170.834924214,30.9781294177
5.15,1589.62028009,4,0.37304157958,0.520546221524,0.093260394895,171.927754296,31.1117543397,171.503283597,31.0050326748,170.801779756,31.0102455158
5.175,1597.3368834,4,0.373096784576,0.520483180334,0.0932741961441,171.956253209,31.1555282417,171.522622487,30.9812654401,170.690142627,31.0040203617
5.2,1605.0534867,4,0.373493303875,0.520712945253,0.0933733259688,171.937999413,31.1928128517,171.570130602,30.9579841967,170.889366315,31.0890050642
5.225,1612.77009,4,0.373146160888,0.520546769681,0.0932865402219,171.816223262,31.1844564805,171.592079629,30.9247969185,170.822257799,31.0438870704
5.25,1620.4866933,4,0.373400630576,0.520759689619,0.0933501576439,171.693806023,31.1782044663,171.756289465,30.958208223,170.992027724,31.0802542292
5.275,1628.2032966,4,0.373477470728,0.520807907257,0.0933693676819,171.618337677,31.187704596,171.830393468,30.9685721149,171.040410282,31.0795727752
5.3,1635.9198999,4,0.373828008449,0.521081127371,0.0934570021121,171.547532606,31.1717851929,172.077489215,31.0578977994,171.135786144,31.0936756068
5.325,1643.6365032,4,0.373559734714,0.520931092429,0.0933899336784,171.443989433,31.1384009081,171.962052242,31.0280012862,171.203837139,31.089983879
5.35,1651.3531065,4,0.373771766411,0.521079679518,0.0934429416026,171.413945296,31.1375476802,172.006429288,31.0614571041,171.336824234,31.1103134118
5.375,1659.06970981,4,0.373876654292,0.521178131798,0.0934691635731,171.349409751,31.111455289,171.995626598,31.0922828756,171.509585313,31.1317645046
5.4,1666.78631311,4,0.374035166055,0.521309882163,0.0935087915138,171.459791996,31.143597441,171.939271611,31.1225230672,171.586393687,31.1089534337
5.425,1674.50291641,4,0.373633397618,0.521093534824,0.0934083494045,171.409265574,31.0967130535,171.779731789,31.1266977215,171.579842966,31.0513646899
5.45,1682.21951971,4,0.373678416252,0.521104693996,0.093419604063,171.561290285,31.1221526495,171.546939187,31.1216537074,171.671262292,31.0422076723
5.475,1689.93612301,4,0.37380273119,0.52112472226,0.0934506827975,171.636606581,31.1436198334,171.343550399,31.1126050522,171.818966447,31.0608234355
5.5,1697.65272631,4,0.373939576189,0.521152961296,0.0934848940473,171.66974547,31.1452426261,171.153278489,31.0869395831,172.004000716,31.1190284397
5.525,1705.36932961,4,0.373775598081,0.520995377847,0.0934438995203,171.625897215,31.1049468785,171.023315523,31.0722286105,172.020235804,31.133099255
5.55,1713.08593292,4,0.373823294227,0.520931672059,0.0934558235568,171.588744697,31.0617505822,170.937938135,31.0872111836,172.078968097,31.1732199633
5.575,1720.80253622,4,0.373900211477,0.520953204873,0.0934750528693,171.606438903,31.0292133756,170.949857702,31.0984195659,172.070694784,31.2137506022
5.6,1728.51913952,4,0.373867835572,0.52098077717,0.093466958893,171.603892936,30.9804895295,171.034762316,31.1143151523,172.015728811,31.23849646
5.625,1736.23574282,4,0.373803436761,0.520998383773,0.0934508591901,171.691594078,30.9657050654,171.109646081,31.1218305088,171.870539728,31.2296888873
5.65,1743.95234612,4,0.373965100127,0.521131611264,0.0934912750318,171.846447675,31.0045259938,171.219953801,31.1300879299,171.738221134,31.2229685848
5.675,1751.66894942,4,0.374166372964,0.521285340041,0.0935415932411,172.013971178,31.0527012172,171.277194506,31.1357872171,171.666772035,31.2193403285
5.7,1759.38555272,4,0.374070305703,0.521268925083,0.0935175764257,172.067597082,31.0698922003,171.33705329,31.1359239678,171.536760962,31.1780301233
5.725,1767.10215603,4,0.37411001979,0.521311044217,0.0935275049474,172.058643142,31.0871815326,171.424909583,31.1428184153,171.499865799,31.1637606674
5.75,1774.81875933,4,0.374013517622,0.521235523882,0.0935033794055,171.992802834,31.084750163,171.512290816,31.1430000194,171.403002169,31.1419193905
5.775,1782.53536263,4,0.374200784977,0.521389045208,0.0935501962443,171.963876602,31.1149392211,171.629339644,31.1382167845,171.468389463,31.1632634582
5.8,1790.25196593,4,0.373835920709,0.521228388953,0.0934589801772,171.852396919,31.1207575572,171.63532199,31.0877160824,171.413815531,31.116860196
5.825,1797.96856923,4,0.3737331958,0.521189795602,0.0934332989501,171.690637662,31.1275014005,171.691415157,31.0566108187,171.481325048,31.1155771134
5.85,1805.68517253,4,0.3736318201,0.521101786077,0.0934079550251,171.440505539,31.1020270348,171.749268081,31.0408248187,171.586111512,31.131529796
5.875,1813.40177583,4,0.373968140213,0.521286162965,0.0934920350533,171.294729409,31.091255717,172.024282553,31.1234090615,171.641434645,31.1436766647
5.9,1821.11837914,4,0.373603045588,0.521009352941,0.0934007613969,171.094389012,31.0530827668,171.980174832,31.1022905026,171.610023976,31.1118250387
5.925,1828.83498244,4,0.373728910459,0.521049709913,0.0934322276147,171.05453684,31.0720079862,172.073879267,31.151021089,171.596966113,31.075590454
5.95,1836.55158574,4,0.373602330982,0.520869144487,0.0934005827456,170.901835088,31.050962957,172.07258764,31.1817552238,171.571254988,31.0343017314
5.975,1844.26818904,4,0.373790080475,0.520976647477,0.0934475201187,171.044385551,31.112731002,172.04276484,31.2164168788,171.566422163,30.9847422841
6,1851.98479234,4,0.373337868257,0.520745915456,0.0933344670643,170.985141317,31.0695149565,171.920844966,31.2120954596,171.517722683,30.9193883603
6.025,1859.70139564,4,0.373520704775,0.520909511304,0.0933801761937,171.13078256,31.0991331542,171.787958237,31.2061734573,171.668823051,30.9413359303
6.05,1867.41799894,4,0.373517549647,0.520901835605,0.0933793874117,171.177269238,31.0965610572,171.675022418,31.205980117,171.728155467,30.9433137136
6.075,1875.13460225,4,0.373828581803,0.521154990433,0.0934571454508,171.241729219,31.1053158906,171.571338444,31.1779452431,172.020751077,31.0402405991
6.1,1882.85120555,4,0.373305341653,0.520861499066,0.0933263354133,171.254438897,31.0863115401,171.437774337,31.132428614,171.849208337,30.9741385996
6.125,1890.56780885,4,0.373295028082,0.520886019286,0.0933237570205,171.308932105,31.0781174133,171.405898745,31.1291740743,171.851779685,30.9830125604
6.15,1898.28441215,4,0.373121911819,0.520795022728,0.0932804779548,171.417221992,31.0806119811,171.290930742,31.0885861801,171.768426924,30.97788871
6.175,1906.00101545,4,0.373276269106,0.520922515602,0.0933190672765,171.505704884,31.0675682425,171.393842432,31.1211242305,171.705274602,30.9969285374
6.2,1913.71761875,4,0.372691432169,0.520618131567,0.0931728580423,171.48383859,31.00863729,171.278774943,31.041489099,171.539315354,30.9894944664
6.225,1921.43422205,4,0.372717556615,0.520648994191,0.0931793891539,171.574458162,31.0002021842,171.40361139,31.0518393418,171.355793329,30.9941011014
6.25,1929.15082536,4,0.372678873374,0.520588482064,0.0931697183435,171.681415377,31.0037635044,171.45200186,31.0543023759,171.141215662,30.978419766
6.275,1936.86742866,4,0.37285592588,0.520651250508,0.0932139814701,171.900846227,31.0761559515,171.462740839,31.0441286949,170.974912635,30.9604008301
6.3,1944.58403196,4,0.372575676486,0.520407985696,0.0931439191214,171.850213921,31.0619763073,171.426214352,31.0022096428,170.820318889,30.946537367
6.325,1952.30063526,4,0.372682360031,0.520370921189,0.0931705900078,171.903667921,31.0975734145,171.412494965,30.9652445807,170.744632086,30.9745380689
6.35,1960.01723856,4,0.372673785006,0.520306469925,0.0931684462515,171.898054146,31.1333110386,171.413845855,30.9234543708,170.685523949,30.978449964
6.375,1967.73384186,4,0.372576648398,0.52026517415,0.0931441620994,171.854824147,31.1595528268,171.332676217,30.8411654191,170.769581306,31.0102477017
6.4,1975.45044516,4,0.372409405056,0.520205780018,0.093102351264,171.732339422,31.1564676358,171.363385945,30.8021711727,170.802867139,31.0105760932
6.425,1983.16704847,4,0.372585110526,0.520350208901,0.0931462776316,171.599088123,31.1496774214,171.532893043,30.8414623058,170.911593547,31.0219387274
6.45,1990.88365177,4,0.372665386848,0.520425088688,0.093166346712,171.517702802,31.1431261563,171.627481876,30.8579856011,170.973911528,31.0320070788
6.475,1998.60025507,4,0.372534813153,0.520400919897,0.0931337032883,171.372792147,31.0934566326,171.697464062,30.8720241637,171.025435164,31.0350412963
6.5,2006.31685837,4,0.372285553766,0.520269143037,0.0930713884416,171.289384618,31.0619668059,171.637950601,30.8604627424,171.037501005,31.0158668078
6.525,2014.03346167,4,0.371990582689,0.520086825025,0.0929976456723,171.187637761,31.0390338562,171.519852172,30.8293686399,171.076010997,30.9962565429
6.55,2021.75006497,4,0.372058602761,0.520160392274,0.0930146506903,171.192328831,31.035188239,171.459933511,30.8488951932,171.205468361,30.9975563077
6.575,2029.46666827,4,0.371832805732,0.520071575079,0.0929582014331,171.150553351,30.9919843243,171.362471194,30.8675491737,171.256866583,30.965737707
6.6,2037.18327158,4,0.371689552534,0.519996459606,0.0929223881336,171.177224292,30.9683291901,171.221097938,30.8919666229,171.297434602,30.9292133055
6.625,2044.89987488,4,0.371619619472,0.519912960441,0.0929049048679,171.249895088,30.9619052396,170.986913748,30.8900899475,171.376478442,30.9200556669
6.65,2052.61647818,4,0.371890333412,0.52002744766,0.092972583353,171.300157778,30.9646462182,170.796559025,30.8852283832,171.631803811,30.9897579574
6.675,2060.33308148,4,0.371624056831,0.519802892867,0.0929060142078,171.264138691,30.9254039986,170.601690206,30.8632332755,171.639341226,30.9845213333
6.7,2068.04968478,4,0.371818385741,0.519875578494,0.0929545964353,171.303441291,30.9048227487,170.559571365,30.8942918483,171.715516855,31.0225567654
6.725,2075.76628808,4,0.371852757256,0.519779936679,0.0929631893139,171.341225851,30.8822881229,170.416988919,30.8962785021,171.725532079,31.0516853282
6.75,2083.48289138,4,0.372037286184,0.519887232992,0.093009321546,171.347400959,30.8321227857,170.516257405,30.9541379301,171.727872468,31.0900575003
6.775,2091.19949469,4,0.371704889831,0.519753012015,0.0929262224578,171.3414734,30.7727239935,170.482363541,30.9280017507,171.634261125,31.0926122155
6.8,2098.91609799,4,0.37188596543,0.519924998587,0.0929714913575,171.464910277,30.7806719568,170.615041294,30.9571940739,171.55041227,31.1006760942
6.825,2106.63270129,4,0.371977911483,0.519998533645,0.0929944778707,171.544526129,30.7917149583,170.692625367,30.9625439744,171.467134804,31.1072368346
6.85,2114.34930459,4,0.372310270263,0.520259405839,0.0930775675658,171.787976631,30.8738405494,170.79253563,30.9837813584,171.384718209,31.0868447364
6.875,2122.06590789,4,0.371786389595,0.519936972399,0.0929465973987,171.596619264,30.8104447659,170.807389312,30.9666383598,171.239700533,31.0366006386
6.9,2129.78251119,4,0.371666375105,0.519881608905,0.0929165937763,171.523700901,30.8060878048,170.858264348,30.9478819168,171.206850251,31.0297533256
6.925,2137.49911449,4,0.371454514932,0.519722028588,0.0928636287329,171.37957379,30.7954178226,170.972089601,30.949808873,171.0781928,30.9856070483
6.95,2145.2157178,4,0.371777785033,0.519897560115,0.0929444462583,171.272901823,30.8208169602,171.117788911,30.957731944,171.214840842,31.032986796
6.975,2152.9323211,4,0.371254428186,0.519625842529,0.0928136070464,171.125652358,30.8334801751,171.136077019,30.9110331816,171.072945278,30.9363702317
7,2160.6489244,4,0.371430707091,0.519720179757,0.0928576767729,170.992676865,30.8785032669,171.23590271,30.9026134771,171.200760911,30.943773551
7.025,2168.3655277,4,0.371451289048,0.519668417231,0.0928628222621,170.772415448,30.8853461109,171.349408947,30.9045718954,171.256313398,30.9401104199
7.05,2176.082131,4,0.371756036688,0.519810851343,0.0929390091719,170.571924392,30.8670291375,171.657729255,31.0059051186,171.291145416,30.9331721328
7.075,2183.7987343,4,0.371457103309,0.519602950395,0.0928642758273,170.426463577,30.8555738184,171.581741826,30.9750269847,171.305361274,30.9008791098
7.1,2191.5153376,4,0.37175098756,0.519731791555,0.0929377468901,170.405095393,30.8974081496,171.687910654,31.0241061478,171.349480604,30.8833316146
7.125,2199.23194091,4,0.371798438394,0.519711047135,0.0929496095985,170.326783953,30.8960898044,171.694035196,31.0584968061,171.401156017,30.8621050462
7.15,2206.94854421,4,0.371862447947,0.519785285099,0.0929656119868,170.447108403,30.9429750575,171.667500256,31.0876182571,171.381611045,30.8020778471
7.175,2214.66514751,4,0.371677675523,0.5197453088,0.0929194188808,170.453360391,30.9255663844,171.573681314,31.090627145,171.429293973,30.7703505824
7.2,2222.38175081,4,0.371918518948,0.519949406637,0.0929796297369,170.57921593,30.9372897533,171.49424342,31.1004424333,171.586566967,30.8089366798
7.225,2230.09835411,4,0.372059787109,0.520043533722,0.0930149467773,170.666483153,30.9509887681,171.454152127,31.1126420765,171.633238708,30.8183045588
7.25,2237.81495741,4,0.372118696426,0.520107302763,0.0930296741065,170.767615567,30.9690985283,171.334591037,31.074354985,171.715200372,30.8531881592
7.275,2245.53156071,4,0.37189973614,0.519935171457,0.092974934035,170.831382772,30.9668922487,171.243827158,31.0423983765,171.570122845,30.8326892542
7.3,2253.24816402,4,0.371699181104,0.519752040861,0.0929247952761,170.925073515,30.9645591032,171.163786687,31.0294629116,171.373388752,30.797890804
7.325,2260.96476732,4,0.371866411378,0.519824461893,0.0929666028445,171.10615738,30.9852033591,171.158400686,31.0246312759,171.269789183,30.8238259675
7.35,2268.68137062,4,0.371853174443,0.51981582033,0.0929632936107,171.199306404,30.9722116296,171.178836847,31.0070228748,171.14749662,30.8511215965
7.375,2276.39797392,4,0.37173841899,0.519744035871,0.0929346047474,171.232815393,30.9342040766,171.210004032,30.9833944349,171.011095377,30.8841097513
7.4,2284.11457722,4,0.371757241191,0.519733019023,0.0929393102978,171.330844114,30.9311843042,171.299311359,30.9765802208,170.812662464,30.8986425591
7.425,2291.83118052,4,0.372050314165,0.519909343751,0.0930125785412,171.596429728,30.998167771,171.378837387,30.9863641448,170.643462527,30.8950386381
7.45,2299.54778382,4,0.371963157454,0.519860521834,0.0929907893635,171.686887054,31.0209877268,171.398136158,30.9680139841,170.484739555,30.8688108239
7.475,2307.26438713,4,0.372105667744,0.519963107486,0.0930264169359,171.755513528,31.0521304822,171.428474861,30.9445856032,170.487931064,30.8966730743
7.5,2314.98099043,4,0.372122268674,0.519892766003,0.0930305671685,171.782738548,31.0840525345,171.415728183,30.9043690715,170.402883469,30.9091118515
7.525,2322.69759373,4,0.372209469032,0.519960297119,0.093052367258,171.803248161,31.1274092412,171.393659752,30.8480833881,170.47152254,30.9438097434
7.55,2330.41419703,4,0.371971251773,0.519897136776,0.0929928129432,171.721333826,31.1339943685,171.404547999,30.7989948501,170.479200102,30.9268440021
7.575,2338.13080033,4,0.372137911121,0.520054441865,0.0930344777803,171.659980987,31.1511492423,171.522168898,30.8068697146,170.579654433,30.9434195202
7.6,2345.84740363,4,0.372287058714,0.520146346931,0.0930717646784,171.595097916,31.1668725736,171.599837762,30.8250421073,170.658255191,30.9467573741
7.625,2353.56400693,4,0.372626106441,0.520378557468,0.0931565266101,171.537665738,31.1581459981,171.759177958,30.8856910534,170.787829747,30.9794757256
7.65,2361.28061024,4,0.372261073974,0.520109838667,0.0930652684935,171.411008448,31.1145882135,171.559970762,30.8344207509,170.844966159,30.9831761952
7.675,2368.99721354,4,0.372358691204,0.520143430268,0.0930896728011,171.398000303,31.1143355522,171.44307288,30.8296880724,171.008005841,31.0125309444
7.7,2376.71381684,4,0.37223514761,0.519996421812,0.0930587869025,171.252253066,31.0708745513,171.274893444,30.8145046594,171.174768198,31.0403336265
7.725,2384.43042014,4,0.372644390807,0.520194843724,0.0931610977016,171.394269414,31.1237817515,171.146376993,30.8358305447,171.359063672,31.0682650356
7.75,2392.14702344,4,0.372170660046,0.519968232738,0.0930426650115,171.296933725,31.0446318204,170.999840461,30.8399180199,171.376343376,31.0250641602
7.775,2399.86362674,4,0.372347327847,0.520113264418,0.0930868319617,171.440603442,31.0567201505,170.908134566,30.8829473673,171.468875512,31.0140502741
7.8,2407.58023004,4,0.372356943272,0.520123018769,0.0930892358181,171.526729782,31.0592871895,170.731681627,30.8863387341,171.56860375,31.0104922872
7.825,2415.29683335,4,0.372767871967,0.520381600552,0.0931919679917,171.579168525,31.0615553958,170.583062686,30.8661699067,171.922678431,31.1309781749
7.85,2423.01343665,4,0.372335363559,0.520132808193,0.0930838408898,171.536019823,31.0134942189,170.468758086,30.8496934424,171.831331223,31.087543336
7.875,2430.73003995,4,0.37255990082,0.520273251434,0.093139975205,171.505859362,30.9624713701,170.510500501,30.9012918506,171.959680137,31.1430218197
7.9,2438.44664325,4,0.372350680193,0.520094664442,0.0930876700484,171.447549485,30.8985842095,170.401639954,30.8856486462,171.948174104,31.1703218245
7.925,2446.16324655,4,0.372421300209,0.520175517445,0.0931053250522,171.428548952,30.8374215627,170.527201635,30.9348496722,171.92188161,31.1999132025
7.95,2453.87984985,4,0.372138802432,0.520085698479,0.093034700608,171.475237392,30.8022290435,170.49581158,30.902752722,171.816356279,31.1966792206
7.975,2461.59645315,4,0.372454674284,0.520307380508,0.0931136685711,171.62249864,30.8354954351,170.627672449,30.9279632097,171.757957244,31.2170573802
8,2469.31305646,4,0.372598717338,0.520363733328,0.0931496793344,171.624452325,30.8282693887,170.709386594,30.9481446902,171.729867164,31.2400612141
8.025,2477.02965976,4,0.372786330875,0.520474415845,0.0931965827187,171.707241239,30.8673768545,170.847357751,30.9916153129,171.618854607,31.204319438
8.05,2484.74626306,4,0.372554453372,0.520263714304,0.0931386133431,171.472289675,30.8129035015,170.972696346,31.0229515831,171.517248258,31.1695700414
8.075,2492.46286636,4,0.372533463364,0.520204942736,0.0931333658409,171.297729567,30.7746270542,171.159405064,31.0670144782,171.445700735,31.1585435954
8.1,2500.17946966,4,0.372698539042,0.520282824051,0.0931746347605,171.176407777,30.7776783018,171.389667724,31.1179880156,171.413995641,31.1457287155
8.125,2507.89607296,4,0.372751024308,0.520329578377,0.0931877560771,171.064560204,30.792129277,171.488841213,31.1150585241,171.472874937,31.1473097848
8.15,2515.61267626,4,0.372617509426,0.52031174506,0.0931543773564,170.984764604,30.8261266718,171.530332226,31.0781320366,171.492961065,31.1169078884
8.175,2523.32927957,4,0.372711463331,0.520396972036,0.0931778658329,170.863238219,30.858258116,171.603108909,31.0683524867,171.626442019,31.118010882
8.2,2531.04588287,4,0.372937642413,0.520544393464,0.0932344106032,170.6988113,30.8539430131,171.835959347,31.120399961,171.704883338,31.1267424218
8.225,2538.76248617,4,0.372841449786,0.520492176988,0.0932103624466,170.512412851,30.8151250611,171.962776106,31.1557155261,171.711949919,31.1062310411
8.25,2546.47908947,4,0.372755308881,0.520442116497,0.0931888272203,170.475984513,30.8349593169,171.999363352,31.1740840344,171.661349493,31.0465238462
8.275,2554.19569277,4,0.372710223634,0.520361541382,0.0931775559085,170.41886669,30.8656416796,172.06823442,31.2135167712,171.568601157,30.9651535528
8.3,2561.91229607,4,0.372610120882,0.520298305703,0.0931525302205,170.410818944,30.8819883095,172.062067526,31.2482154891,171.519055855,30.8891183037
8.325,2569.62889937,4,0.37239749833,0.520237856806,0.0930993745824,170.424508962,30.8829711794,171.99481358,31.2590452935,171.511580198,30.8242260038
8.35,2577.34550268,4,0.372503421177,0.52035685449,0.0931258552942,170.503470067,30.9068485351,171.936881609,31.2761038386,171.608648194,30.8097329474
8.375,2585.06210598,4,0.372785919698,0.52052392889,0.0931964799246,170.616719014,30.9363569094,171.877073659,31.2942133588,171.721276682,30.8326386902
8.4,2592.77870928,4,0.373141778881,0.520753731148,0.0932854447204,170.780336403,30.9964747336,171.824986407,31.2875467272,171.838406377,30.8680250736
8.425,2600.49531258,4,0.372886808014,0.520576287757,0.0932217020035,170.891068515,31.029548141,171.68623158,31.2367776178,171.688394153,30.8220692109
8.45,2608.21191588,4,0.373016477513,0.520638974038,0.0932541193783,171.128131155,31.0968355775,171.65253879,31.2252472381,171.546712709,30.7986831719
8.475,2615.92851918,4,0.372934307336,0.520522432646,0.0932335768339,171.336342611,31.1508699778,171.521664272,31.1885377041,171.352090511,30.7608451371
8.5,2623.64512248,4,0.373334501875,0.520743169214,0.0933336254688,171.546565912,31.1926825797,171.651052401,31.2349055577,171.231997945,30.7725702469
8.525,2631.36172579,4,0.373025948889,0.520625778091,0.0932564872223,171.593021014,31.1592330398,171.595804753,31.1733893307,171.122715409,30.7905080751
8.55,2639.07832909,4,0.373342031778,0.520864474666,0.0933355079446,171.709772849,31.1514298876,171.74098849,31.1848541537,171.098282758,30.8657541268
8.575,2646.79493239,4,0.37336180412,0.520859209901,0.0933404510299,171.788001033,31.1386753997,171.853694947,31.1908101772,170.901281521,30.877488608
8.6,2654.51153569,4,0.373714148385,0.521057409178,0.0934285370962,172.131756927,31.2516745429,171.914821445,31.1919977054,170.693459204,30.8512620398
8.625,2662.22813899,4,0.373235728285,0.52076183985,0.0933089320713,172.048901421,31.2073398867,171.867303042,31.1346503123,170.527789653,30.8335100994
8.65,2669.94474229,4,0.37338712889,0.520855901373,0.0933467822225,172.17198246,31.2578513155,171.801312356,31.0555822837,170.563595756,30.8998627247
8.675,2677.66134559,4,0.37318494591,0.520655467965,0.0932962364776,172.193267711,31.2924872725,171.738403343,30.9786907368,170.403997919,30.8916448501
8.7,2685.3779489,4,0.373363366674,0.520788858783,0.0933408416684,172.192531218,31.3261264431,171.746415624,30.9148155628,170.528722346,30.966422259
8.725,2693.0945522,4,0.373056128275,0.520689763797,0.0932640320687,172.100919952,31.3215511312,171.799474905,30.8677173663,170.467053071,30.9413960054
8.75,2700.8111555,4,0.373497765334,0.52100578334,0.0933744413336,172.071356407,31.3471166537,171.983065641,30.9002782244,170.627223759,30.9935210043
8.775,2708.5277588,4,0.373791373724,0.52116183467,0.093447843431,172.051517235,31.3741573439,172.056914884,30.9110633095,170.727608921,31.0289923614
8.8,2716.2443621,4,0.374144175089,0.521405378283,0.0935360437724,171.938201923,31.3328722246,172.236863055,30.9780580183,170.902646022,31.0913569869
8.825,2723.9609654,4,0.37390220981,0.521227217097,0.0934755524526,171.827548034,31.2905792534,172.000482007,30.9142356069,171.070203497,31.1370675522
8.85,2731.6775687,4,0.374084899709,0.521313505759,0.0935212249272,171.788795851,31.2869468716,171.853444919,30.8886474617,171.340528681,31.2118952422
8.875,2739.39417201,4,0.374316697123,0.521417036059,0.0935791742806,171.760128694,31.2737562369,171.720526425,30.8921233536,171.603882583,31.2794764709
8.9,2747.11077531,4,0.37463426705,0.521620180514,0.0936585667625,171.891293313,31.304431403,171.662402889,30.9365279129,171.732125484,31.2836756961
8.925,2754.82737861,4,0.374517241879,0.521590801332,0.0936293104698,171.914720287,31.2691524802,171.548256509,30.9797973333,171.792005111,31.2464707424
8.95,2762.54398191,4,0.374718246503,0.521705144975,0.0936795616259,172.092303405,31.2850476094,171.393010278,31.0260821972,171.882347252,31.2344700462
8.975,2770.26058521,4,0.374906605068,0.521780995155,0.0937266512671,172.193318769,31.2992107736,171.159672338,31.0237742386,172.088913172,31.2696371437
9,2777.97718851,4,0.37494275122,0.521765839537,0.093735687805,172.24578536,31.2896633212,170.923089211,30.9968191897,172.2563237,31.3151632605
9.025,2785.69379181,4,0.374812444333,0.521648901151,0.0937031110832,172.207568439,31.2279955251,170.836970484,31.027300703,172.262210815,31.3138194062
9.05,2793.41039512,4,0.374855607815,0.521589802723,0.0937139019538,172.135601916,31.1456450569,170.752996934,31.0799485077,172.357344765,31.3542975094
9.075,2801.12699842,4,0.374873102807,0.521578150632,0.0937182757019,172.155269425,31.084838711,170.697973571,31.105671941,172.379178148,31.3937479157
