// Re = 0.09
(-180.000000	0.000000	0.021776)
(-178.732143	0.060055	0.022407)
(-177.464286	0.120110	0.024299)
(-176.196429	0.180165	0.027448)
(-174.928571	0.240221	0.031849)
(-173.660714	0.300276	0.037492)
(-172.392857	0.360331	0.044366)
(-171.125000	0.420386	0.052458)
(-169.857143	0.480441	0.061751)
(-168.589286	0.540496	0.072228)
(-167.321429	0.600551	0.083868)
(-166.053571	0.660607	0.096648)
(-164.785714	0.720662	0.110543)
(-163.517857	0.780717	0.125524)
(-162.250000	0.840772	0.141564)
(-157.089286	0.748647	0.217075)
(-151.928571	0.698456	0.307083)
(-146.767857	0.664544	0.408656)
(-141.607143	0.634626	0.518481)
(-136.446429	0.602135	0.632977)
(-131.285714	0.563452	0.748406)
(-126.125000	0.516724	0.861000)
(-120.964286	0.461296	0.967075)
(-115.803571	0.397399	1.063161)
(-110.642857	0.325952	1.146105)
(-105.482143	0.248427	1.213180)
(-100.321429	0.166730	1.262169)
(-95.160714	0.083097	1.291440)
(-90.000000	0.000000	1.300000)
(-84.839286	-0.083097	1.291440)
(-79.678571	-0.166730	1.262169)
(-74.517857	-0.248427	1.213180)
(-69.357143	-0.325952	1.146105)
(-64.196429	-0.397399	1.063161)
(-59.035714	-0.461296	0.967075)
(-53.875000	-0.516724	0.861000)
(-48.714286	-0.563452	0.748406)
(-43.553571	-0.602135	0.632977)
(-38.392857	-0.634626	0.518481)
(-33.232143	-0.664544	0.408656)
(-28.071429	-0.698456	0.307083)
(-22.910714	-0.748647	0.217075)
(-17.750000	-0.840772	0.141564)
(-16.839286	-0.801245	0.133656)
(-15.928571	-0.761717	0.125748)
(-15.017857	-0.722190	0.117840)
(-14.107143	-0.682662	0.109932)
(-13.196429	-0.643135	0.102024)
(-12.285714	-0.603607	0.094116)
(-11.375000	-0.564080	0.086209)
(-10.464286	-0.524552	0.078301)
(-9.553571	-0.485025	0.070393)
(-8.642857	-0.445497	0.062485)
(-7.732143	-0.405970	0.054577)
(-6.821429	-0.366442	0.046669)
(-5.000000	-0.287387	0.030853)
(-4.750000	-0.264173	0.031700)
(-4.500000	-0.238924	0.032892)
(-4.250000	-0.216840	0.033372)
(-4.000000	-0.184958	0.034185)
(-3.750000	-0.165060	0.034664)
(-3.500000	-0.148555	0.034564)
(-3.250000	-0.130014	0.034865)
(-3.000000	-0.111926	0.035065)
(-2.750000	-0.093762	0.035188)
(-2.500000	-0.073036	0.035199)
(-2.250000	-0.049219	0.035088)
(-2.000000	-0.034296	0.035177)
(-1.750000	-0.019299	0.035277)
(-1.500000	-0.003924	0.035400)
(-1.250000	0.013034	0.035500)
(-1.000000	0.041147	0.035244)
(-0.750000	0.054939	0.035556)
(-0.500000	0.067977	0.035968)
(-0.250000	0.081919	0.036369)
(0.250000	0.126312	0.036581)
(0.500000	0.138370	0.037183)
(0.750000	0.149448	0.037818)
(1.000000	0.162185	0.038464)
(1.250000	0.196027	0.038252)
(1.500000	0.206502	0.039066)
(1.750000	0.217655	0.039946)
(2.000000	0.230693	0.040827)
(2.250000	0.246068	0.041629)
(2.500000	0.268754	0.041974)
(2.750000	0.287898	0.042520)
(3.000000	0.300257	0.043534)
(3.250000	0.313672	0.044482)
(3.500000	0.328218	0.045362)
(3.750000	0.345024	0.046142)
(4.000000	0.372686	0.046008)
(4.250000	0.385799	0.046967)
(4.500000	0.399591	0.047869)
(4.750000	0.414136	0.048705)
(5.000000	0.429360	0.049452)
(5.250000	0.446996	0.050131)
(5.500000	0.471115	0.050778)
(5.750000	0.505636	0.051413)
(6.000000	0.536463	0.051959)
(6.250000	0.552818	0.053798)
(6.500000	0.579952	0.054622)
(7.000000	0.641682	0.055246)
(7.250000	0.674545	0.055090)
(7.500000	0.708237	0.054622)
(7.750000	0.742909	0.053798)
(8.500000	0.938285	0.036949)
(8.750000	0.974389	0.034831)
(9.000000	1.022102	0.031611)
(9.250000	1.054211	0.030051)
(9.500000	1.081043	0.028959)
(9.750000	1.097624	0.028613)
(10.000000	1.110737	0.028569)
(10.250000	1.116539	0.029304)
(10.500000	1.121285	0.030341)
(10.750000	1.123468	0.031901)
(11.000000	1.123390	0.034018)
(11.250000	1.121351	0.036703)
(11.500000	1.118786	0.039757)
(11.750000	1.117350	0.042933)
(12.000000	1.119157	0.045875)
(12.250000	1.124053	0.048582)
(12.500000	1.132192	0.051012)
(12.750000	1.143646	0.053118)
(13.000000	1.158192	0.054923)
(13.250000	1.173793	0.056739)
(13.500000	1.192785	0.058288)
(13.750000	1.209592	0.060194)
(14.000000	1.227982	0.062055)
(14.250000	1.247126	0.063972)
(14.500000	1.267475	0.065899)
(14.750000	1.291594	0.067649)
(15.000000	1.292722	0.071393)
(15.250000	1.313448	0.073588)
(15.500000	1.311184	0.077812)
