time,x,y,z,rel_vel_mag,alpha_deg,alpha_geom_deg,cl,cd,cm
0.00625,5,-5.7930218466,0.843732439939,1.91753476542,21.1208347351,21.1208347351,0.648520698905,0.216451426066,1e-300
0.0135416666667,5,-5.79893267944,0.855360427007,1.91802626708,21.0676617699,21.1208347351,0.897385684463,0.215848760379,1e-300
0.02265625,5,-5.80567164352,0.870207090862,1.91766862332,21.0133325217,21.1208347351,0.898299920678,0.215244592706,1e-300
0.036328125,5,-5.81439393752,0.893052326062,1.91731647904,20.9468507767,21.1208347351,0.899069890224,0.214531652118,1e-300
0.05,5,-5.82141148016,0.9164774681,1.91693246096,20.8472149954,21.1208347351,0.900487431984,0.213454904933,1e-300
0.0666666666667,5,-5.82760594025,0.94563364253,1.91659984598,20.7621484021,21.1208347351,0.90186292726,0.212510410854,1e-300
0.0833333333333,5,-5.8311611259,0.975227805777,1.91624688865,20.6692842811,21.1208347351,0.903245550033,0.211475071901,1e-300
0.1,5,-5.83204839564,1.00502153994,1.91587451341,20.5850327852,21.1208347351,0.904261582185,0.210559893233,1e-300
0.116666666667,5,-5.83026060142,1.03477481934,1.91552954666,20.5229245705,21.1208347351,0.90507011882,0.209856168703,1e-300
0.133333333333,5,-5.82581214615,1.0642479442,1.91547454598,20.467365748,21.1208347351,0.905604134923,0.209220370564,1e-300
0.15,5,-5.81873886768,1.09320347174,1.91538295325,20.421872658,21.1208347351,0.906075409525,0.208672794415,1e-300
0.166666666667,5,-5.80909775009,1.12140812907,1.91514651798,20.3857577647,21.1208347351,0.906366523922,0.208202896877,1e-300
0.183333333333,5,-5.79696646461,1.14863469249,1.91502534773,20.3520085645,21.1208347351,0.906498454378,0.207771567956,1e-300
0.2,5,-5.78244274387,1.17466381808,1.91512322942,20.3182580563,21.1208347351,0.906682512416,0.207341033666,1e-300
0.216666666667,5,-5.76564359456,1.19928580878,1.91526527363,20.2814515137,21.1208347351,0.906890605894,0.206897169083,1e-300
0.233333333333,5,-5.74670435478,1.22230230373,1.91551747335,20.2469070625,21.1208347351,0.907146908736,0.206470074784,1e-300
0.25,5,-5.72577760373,1.24352787636,1.91563560157,20.2035663148,21.1208347351,0.907590265726,0.205918439248,1e-300
0.266666666667,5,-5.70303193249,1.26279152822,1.9159766457,20.1484881356,21.1208347351,0.908170590818,0.205270071453,1e-300
0.283333333333,5,-5.6786505858,1.27993806656,1.91641056074,20.0922330339,21.1208347351,0.908773699937,0.204639728184,1e-300
0.3,5,-5.65282998582,1.29482935462,1.91666457819,20.0293994535,21.1208347351,0.909050517299,0.204032832176,1e-300
0.325,5,-5.61185828323,1.31268047171,1.91696817112,19.9813369658,21.1208347351,0.908388306748,0.203526075918,1e-300
0.35,5,-5.56886067752,1.32486852726,1.91650565252,19.8635608855,21.1208347351,0.90774626102,0.202529101458,1e-300
0.375,5,-5.52461591285,1.3311727793,1.91574352683,19.7452036349,21.1208347351,0.907304946335,0.201597960789,1e-300
0.4,5,-5.47992532107,1.33147904938,1.91454723549,19.6364092136,21.1208347351,0.906445934155,0.200836975981,1e-300
0.425,5,-5.43559830858,1.32578179055,1.91299735288,19.5449766617,21.1208347351,0.905549983405,0.200293200513,1e-300
0.45,5,-5.39243769685,1.31418418778,1.91118047155,19.4761702098,21.1208347351,0.90477443982,0.199871697949,1e-300
0.475,5,-5.35122518228,1.29689628918,1.90932740768,19.4279369966,21.1208347351,0.903770209485,0.199583447831,1e-300
0.5,5,-5.31270717865,1.27423120169,1.90796780555,19.3900963896,21.1208347351,0.903216445426,0.19930664808,1e-300
0.525,5,-5.27758129849,1.24659942038,1.90683291194,19.3627791744,21.1208347351,0.902942372418,0.199104590632,1e-300
0.55,5,-5.2464837185,1.21450139376,1.90570585334,19.3305070965,21.1208347351,0.90290161051,0.198800442477,1e-300
0.575,5,-5.21997765742,1.17851846002,1.90506639442,19.3027425557,21.1208347351,0.903270278896,0.198454121847,1e-300
0.6,5,-5.19854317547,1.13930231821,1.90457491455,19.26963921,21.1208347351,0.902214081689,0.198197940567,1e-300
0.625,5,-5.18256847979,1.09756322511,1.90415022635,19.2180347512,21.1208347351,0.900395439654,0.197947397463,1e-300
0.65,5,-5.17234289349,1.05405713152,1.90468433866,19.165523732,21.1208347351,0.898415466024,0.197823867761,1e-300
0.675,5,-5.16805161561,1.00957199098,1.90602910429,19.1601033663,21.1208347351,0.899252595669,0.197720202396,1e-300
0.7,5,-5.16977236692,0.964913488876,1.90656441646,19.1738341976,21.1208347351,0.900064987853,0.197680389271,1e-300
0.725,5,-5.17747398232,0.92089045042,1.90625879771,19.160503254,21.1208347351,0.899565341642,0.197678021932,1e-300
0.75,5,-5.19101697526,0.878300191709,1.90574308894,19.1226375522,21.1208347351,0.896788971858,0.197780451932,1e-300
0.775,5,-5.21015606403,0.837914079292,1.90523669893,19.0812858268,21.1208347351,0.895233702377,0.197644404348,1e-300
0.8,5,-5.23454461411,0.800463559678,1.90472514328,19.0399092061,21.1208347351,0.893183742593,0.197576805651,1e-300
0.825,5,-5.26374091627,0.766626911863,1.90414092242,19.0125475547,21.1208347351,0.892082042463,0.197529683502,1e-300
0.85,5,-5.29721618641,0.737016962795,1.90345187429,18.9709252987,21.1208347351,0.890344929891,0.19746217298,1e-300
0.875,5,-5.33436414262,0.712169988251,1.90299338891,18.9520238739,21.1208347351,0.890118685872,0.197349205519,1e-300
0.9,5,-5.37451198574,0.692536000173,1.90258494717,18.9321485004,21.1208347351,0.889099472681,0.197315652421,1e-300
