time,x,y,z,rel_vel_mag,alpha_deg,alpha_geom_deg,cl,cd,cm
0.00625,5,-5.2181573999,0.82436941701,1.91753476542,21.1208347351,21.1208347351,0.648520698905,0.216451426066,1e-300
0.0135416666667,5,-5.22527211568,0.813436492079,1.91662559871,21.0985562942,21.1208347351,0.897274412648,0.216192701945,1e-300
0.02265625,5,-5.2347602217,0.800177046067,1.91674664513,21.035824547,21.1208347351,0.898057962209,0.215501348473,1e-300
0.036328125,5,-5.25018362873,0.781200700277,1.9166612302,20.9655550854,21.1208347351,0.898913548961,0.214743894014,1e-300
0.05,5,-5.26696162551,0.763410759064,1.91624565159,20.8653342615,21.1208347351,0.900356892619,0.213656668436,1e-300
0.0666666666667,5,-5.28911438319,0.743468112046,1.91599898752,20.7820249954,21.1208347351,0.90168134383,0.21273770809,1e-300
0.0833333333333,5,-5.31296608755,0.725592149337,1.91575843519,20.6910053881,21.1208347351,0.903077543655,0.211723527968,1e-300
0.1,5,-5.33832458334,0.709926884114,1.9154747329,20.6129755201,21.1208347351,0.904095150299,0.210862546807,1e-300
0.116666666667,5,-5.36498557625,0.696598519626,1.91524618269,20.548170373,21.1208347351,0.904893376821,0.210115253336,1e-300
0.133333333333,5,-5.39273427875,0.685714432471,1.91503739891,20.496307047,21.1208347351,0.905427566709,0.209495598417,1e-300
0.15,5,-5.42134714041,0.677362307547,1.91487728642,20.4538568298,21.1208347351,0.905836440001,0.208962951596,1e-300
0.166666666667,5,-5.45059364895,0.671609431638,1.91488171179,20.4184735063,21.1208347351,0.906112148033,0.208514529666,1e-300
0.183333333333,5,-5.48023818728,0.668502151333,1.9149316498,20.3887763864,21.1208347351,0.906276256339,0.208135574597,1e-300
0.2,5,-5.51004193165,0.668065499651,1.91498863528,20.3562855934,21.1208347351,0.906340513854,0.207733680394,1e-300
0.216666666667,5,-5.53976477573,0.670302994366,1.91515182968,20.324109094,21.1208347351,0.906500353009,0.207326391067,1e-300
0.233333333333,5,-5.56916726496,0.675196609668,1.91545344091,20.287358792,21.1208347351,0.90668811082,0.20687501712,1e-300
0.25,5,-5.5980125256,0.682706921381,1.91573207878,20.2451965748,21.1208347351,0.907030002672,0.206353475263,1e-300
0.266666666667,5,-5.6260681731,0.692773424578,1.91600382765,20.1980417884,21.1208347351,0.90750519076,0.205770698437,1e-300
0.283333333333,5,-5.65310818423,0.70531502102,1.91632399432,20.1420745522,21.1208347351,0.908113214246,0.205115833153,1e-300
0.3,5,-5.67891471797,0.720230672507,1.91662100777,20.0783301032,21.1208347351,0.908784601676,0.204404186281,1e-300
0.325,5,-5.71486009015,0.746787649248,1.91735817391,20.0295140697,21.1208347351,0.908221899236,0.203894984441,1e-300
0.35,5,-5.74691405874,0.777930640316,1.91717593193,19.9123312568,21.1208347351,0.907637869559,0.202901426372,1e-300
0.375,5,-5.77449608349,0.813095604489,1.91676188981,19.7872549636,21.1208347351,0.907541934127,0.201861155845,1e-300
0.4,5,-5.79710661705,0.851645657237,1.91591763738,19.6743448667,21.1208347351,0.906860229441,0.201048498042,1e-300
0.425,5,-5.81433615242,0.892882605546,1.91461810772,19.5773740192,21.1208347351,0.906005794524,0.200438242185,1e-300
0.45,5,-5.82587263967,0.93605959313,1.91304172185,19.5004101164,21.1208347351,0.905340079937,0.19992863017,1e-300
0.475,5,-5.83150713757,0.980394626998,1.91134354931,19.4329632467,21.1208347351,0.904296595168,0.199510285833,1e-300
0.5,5,-5.83113759785,1.02508474039,1.9099745873,19.3660133223,21.1208347351,0.902934171237,0.199131497528,1e-300
0.525,5,-5.82477071336,1.06932053559,1.90944364976,19.3086123036,21.1208347351,0.902192932874,0.198732661848,1e-300
0.55,5,-5.8125217969,1.11230084317,1.90907688857,19.2707619325,21.1208347351,0.901900083263,0.19835507128,1e-300
0.575,5,-5.79461269271,1.1532472323,1.90855590479,19.2383604314,21.1208347351,0.901892730108,0.198007382798,1e-300
0.6,5,-5.77136775864,1.19141810908,1.90824970222,19.1976016442,21.1208347351,0.901303905747,0.197736650096,1e-300
0.625,5,-5.74320799152,1.22612214791,1.90810457622,19.1702385663,21.1208347351,0.900477521246,0.197612570146,1e-300
0.65,5,-5.7106434024,1.25673081221,1.90785005727,19.1362364518,21.1208347351,0.898624487857,0.19750182957,1e-300
0.675,5,-5.67426377955,1.28268973814,1.90763621246,19.1058594737,21.1208347351,0.896916282188,0.19743670074,1e-300
0.7,5,-5.63472800658,1.30352877484,1.90710054622,19.0700238705,21.1208347351,0.895096133786,0.197409663318,1e-300
0.725,5,-5.59275212922,1.31887049948,1.90621497429,19.0321686743,21.1208347351,0.89414934341,0.197301466706,1e-300
0.75,5,-5.54909638675,1.3284370529,1.9051805734,18.9980699779,21.1208347351,0.892635121988,0.197299214393,1e-300
0.775,5,-5.50455144306,1.33205517204,1.90406008723,18.9721409652,21.1208347351,0.891492846595,0.197313399169,1e-300
0.8,5,-5.45992406664,1.32965932791,1.90271275202,18.9448543781,21.1208347351,0.890213030136,0.197300004789,1e-300
0.825,5,-5.41602251898,1.32129291246,1.90146105344,18.9290026539,21.1208347351,0.889863620065,0.197215981592,1e-300
0.85,5,-5.37364191581,1.30710745265,1.9003861154,18.9222731723,21.1208347351,0.88961242263,0.197102514833,1e-300
0.875,5,-5.33354982654,1.28735986614,1.89937129003,18.9123538656,21.1208347351,0.889586724581,0.196961732952,1e-300
0.9,5,-5.29647237253,1.26240780813,1.89840016863,18.8912034228,21.1208347351,0.889667368157,0.196762305018,1e-300
0.925,5,-5.26308107606,1.23270319377,1.897367965,18.8715685788,21.1208347351,0.889414035265,0.196675220359,1e-300
0.95,5,-5.23398069816,1.19878401334,1.89640529787,18.8333609339,21.1208347351,0.887319362,0.196692128238,1e-300
0.975,5,-5.2096982856,1.16126458857,1.89588391351,18.8060154445,21.1208347351,0.884411054272,0.196915420737,1e-300
1,5,-5.19067362534,1.12082444643,1.89572759775,18.7642283582,21.1208347351,0.878275742266,0.197497509362,1e-300
1.025,5,-5.17725127943,1.07819601196,1.89578693949,18.7302946337,21.1208347351,0.874085077688,0.197980520102,1e-300
1.05,5,-5.16967434451,1.03415134313,1.8964211199,18.7590524117,21.1208347351,0.878526293408,0.19768171116,1e-300
1.075,5,-5.16808004899,0.989488147808,1.89784169382,18.842887868,21.1208347351,0.885888704075,0.19724778122,1e-300
1.1,5,-5.17249726771,0.945015336185,1.89923997194,18.897038169,21.1208347351,0.889868555119,0.196939689135,1e-300
1.125,5,-5.18284599892,0.901538370363,1.89972887799,18.8891589772,21.1208347351,0.88891614624,0.197008573989,1e-300
1.15,5,-5.19893881326,0.859844676338,1.89975428603,18.8603975654,21.1208347351,0.886879693461,0.197109780337,1e-300
1.175,5,-5.22048424834,0.820689382673,1.89971253867,18.828012604,21.1208347351,0.883527834636,0.197376275731,1e-300
1.2,5,-5.24709208751,0.784781644103,1.89965114789,18.799409285,21.1208347351,0.8808479964,0.197562359866,1e-300
1.225,5,-5.27828042723,0.752771797798,1.89950477168,18.7727870735,21.1208347351,0.878589419442,0.197720139252,1e-300
1.25,5,-5.31348440494,0.725239584885,1.89930227767,18.7477952672,21.1208347351,0.876682653799,0.197797807318,1e-300
1.275,5,-5.35206642954,0.702683650562,1.89915502151,18.7306471948,21.1208347351,0.87577148807,0.197815269132,1e-300
1.3,5,-5.39332772894,0.685512512967,1.89890355804,18.7174755646,21.1208347351,0.874451939515,0.197921349265,1e-300
1.325,5,-5.43652100584,0.674037164368,1.89851419766,18.7043301088,21.1208347351,0.873262507829,0.197981996978,1e-300
1.35,5,-5.48086397222,0.668465438674,1.89810092532,18.6964725003,21.1208347351,0.872889934519,0.19799192456,1e-300
1.375,5,-5.52555351766,0.668898247289,1.89760419765,18.6871133785,21.1208347351,0.872292709308,0.198032181103,1e-300
1.4,5,-5.56978025472,0.675327751472,1.8971902374,18.681449262,21.1208347351,0.872492941082,0.197964335381,1e-300
1.425,5,-5.61274317804,0.687637504301,1.896889752,18.6759233773,21.1208347351,0.873213632062,0.197798360017,1e-300
1.45,5,-5.65366417161,0.705604559691,1.89671018798,18.6680808051,21.1208347351,0.873846870131,0.197649212271,1e-300
1.475,5,-5.69180210153,0.728903510237,1.89670876145,18.6594368796,21.1208347351,0.872867812388,0.197739536087,1e-300
1.5,5,-5.72646623886,0.757112380786,1.89690432338,18.6603120205,21.1208347351,0.874007995785,0.197611445358,1e-300
1.525,5,-5.75702876973,0.789720270964,1.89715597383,18.6443911402,21.1208347351,0.872953065634,0.197660086931,1e-300
1.55,5,-5.78293616582,0.826136608269,1.89752067744,18.6333612734,21.1208347351,0.873726673374,0.197460574162,1e-300
1.575,5,-5.80371920954,0.865701844128,1.89790191989,18.6155817343,21.1208347351,0.872605621882,0.197488957431,1e-300
1.6,5,-5.81900149217,0.907699399204,1.89825110564,18.5906721867,21.1208347351,0.87094103896,0.197499372484,1e-300
1.625,5,-5.82850623113,0.951368641606,1.89847329779,18.5549353786,21.1208347351,0.867700721139,0.197693703291,1e-300
1.65,5,-5.8320612829,0.99591866295,1.89855653279,18.5127297689,21.1208347351,0.864114292432,0.197918559925,1e-300
1.675,5,-5.82960226072,1.04054260277,1.89823076086,18.4782372097,21.1208347351,0.861404140223,0.198111506263,1e-300
1.7,5,-5.82117370079,1.08443226182,1.89817292409,18.4686147541,21.1208347351,0.860790998225,0.198165718251,1e-300
1.725,5,-5.80692825558,1.1267927397,1.89828794902,18.4666926958,21.1208347351,0.861408701794,0.197996213873,1e-300
1.75,5,-5.78712392917,1.16685683148,1.89854260765,18.4718146219,21.1208347351,0.86150913501,0.198031281412,1e-300
1.775,5,-5.7621194044,1.20389892288,1.89885856901,18.4765330259,21.1208347351,0.860818832962,0.198176024436,1e-300
1.8,5,-5.73236754664,1.23724813209,1.89911671325,18.4925178248,21.1208347351,0.862357537374,0.198098945669,1e-300
1.825,5,-5.69840720184,1.26630046033,1.89898065874,18.4863184153,21.1208347351,0.86157447373,0.19813952627,1e-300
1.85,5,-5.66085343726,1.29052973107,1.89856851814,18.4922606042,21.1208347351,0.86312130819,0.197952074254,1e-300
1.875,5,-5.6203864018,1.30949711982,1.89781442215,18.4973414115,21.1208347351,0.863415662176,0.197965679135,1e-300
1.9,5,-5.5777390076,1.32285910179,1.8968120147,18.5054694376,21.1208347351,0.863835886839,0.197946456767,1e-300
1.925,5,-5.53368365599,1.33037367364,1.89556701894,18.5162470798,21.1208347351,0.864046823045,0.197996561465,1e-300
1.95,5,-5.48901824833,1.3319047364,1.89415273999,18.5297603647,21.1208347351,0.864456627547,0.198052801732,1e-300
1.975,5,-5.44455173488,1.32742456048,1.89275315765,18.5406174956,21.1208347351,0.865164498711,0.198029875499,1e-300
2,5,-5.40108946367,1.31701428787,1.89158370187,18.5519921347,21.1208347351,0.865969543161,0.19798800056,1e-300
2.025,5,-5.35941859455,1.30086246252,1.89059649657,18.5607988815,21.1208347351,0.866535943944,0.197933685311,1e-300
2.05,5,-5.32029384271,1.2792616156,1.88995825943,18.5682790703,21.1208347351,0.866057288737,0.198078666554,1e-300
2.075,5,-5.28442380972,1.25260296732,1.88963750529,18.5730948652,21.1208347351,0.8657333195,0.198155698383,1e-300
2.1,5,-5.25245814985,1.22136934146,1.88953613316,18.5731566781,21.1208347351,0.865410241861,0.198208717511,1e-300
2.125,5,-5.22497580396,1.18612642077,1.88957493045,18.5667727905,21.1208347351,0.865138252187,0.198167755894,1e-300
2.15,5,-5.20247451409,1.14751250166,1.88983990515,18.5617120977,21.1208347351,0.865177070836,0.198124461739,1e-300
2.175,5,-5.18536180868,1.10622693386,1.8902248902,18.5568702127,21.1208347351,0.864699653175,0.198167948579,1e-300
2.2,5,-5.17394762173,1.06301745422,1.89080010459,18.5514114108,21.1208347351,0.864109175284,0.198202416795,1e-300
2.225,5,-5.16843867942,1.0186666442,1.89155939598,18.5528010015,21.1208347351,0.864273203174,0.198199177584,1e-300
2.25,5,-5.16893475606,0.973977756287,1.89240568222,18.549672937,21.1208347351,0.864028079811,0.198224375599,1e-300
2.275,5,-5.17542686705,0.929760166013,1.89323982141,18.5412326446,21.1208347351,0.864017884811,0.198169205915,1e-300
2.3,5,-5.18779743157,0.886814713072,1.89383655883,18.5261148814,21.1208347351,0.863020675275,0.198201181047,1e-300
2.325,5,-5.20582240215,0.845919197055,1.89435410801,18.5106353882,21.1208347351,0.862361346345,0.198217921236,1e-300
2.35,5,-5.22917532247,0.807814290452,1.89478082073,18.498025605,21.1208347351,0.860550572349,0.198423644658,1e-300
2.375,5,-5.25743323991,0.773190124083,1.89515990231,18.4996569975,21.1208347351,0.860807306043,0.198421635725,1e-300
2.4,5,-5.29008436579,0.74267378791,1.89529436578,18.486875489,21.1208347351,0.859481381915,0.198515726995,1e-300
2.425,5,-5.32653734456,0.716817973593,1.89531396806,18.4848012985,21.1208347351,0.860240630636,0.198359298245,1e-300
2.45,5,-5.36613196401,0.69609096451,1.89514944039,18.4841525657,21.1208347351,0.860348062139,0.198336618143,1e-300
2.475,5,-5.40815111263,0.680868154517,1.89483664387,18.4865659577,21.1208347351,0.860384010075,0.198317911353,1e-300
2.5,5,-5.45183376744,0.671425249062,1.8943704749,18.4859821366,21.1208347351,0.860018490166,0.198344893728,1e-300
2.525,5,-5.49638877714,0.667933271792,1.89384044449,18.4919333309,21.1208347351,0.860544559828,0.198319206509,1e-300
2.55,5,-5.54100919092,0.670455467086,1.89323337768,18.4891797081,21.1208347351,0.860536941987,0.198306216758,1e-300
2.575,5,-5.5848868734,0.678946154614,1.89276178358,18.4871924349,21.1208347351,0.860855203145,0.198247167142,1e-300
2.6,5,-5.62722714108,0.693251556668,1.89234300321,18.4794286149,21.1208347351,0.860862000032,0.198164817302,1e-300
2.625,5,-5.66726315507,0.713112583285,1.89203057561,18.4700577131,21.1208347351,0.86056391776,0.198186691182,1e-300
2.65,5,-5.70426980962,0.738169524711,1.89195507691,18.4577235759,21.1208347351,0.859340301238,0.198301285695,1e-300
2.675,5,-5.73757686473,0.767968566224,1.89214977902,18.4564822502,21.1208347351,0.859783405809,0.198259294163,1e-300
2.7,5,-5.76658108507,0.801970007329,1.89238307602,18.4337389505,21.1208347351,0.858107276069,0.198330379553,1e-300
2.725,5,-5.79075716542,0.839558036452,1.89280239643,18.4252424538,21.1208347351,0.858514346424,0.198215718134,1e-300
2.75,5,-5.80966724465,0.880051884114,1.89324612536,18.411552789,21.1208347351,0.85756979584,0.198243743146,1e-300
2.775,5,-5.82296883591,0.922718152577,1.89371714243,18.3921080011,21.1208347351,0.856858169508,0.198135714472,1e-300
2.8,5,-5.83042102961,0.966784098657,1.89431846919,18.3655423138,21.1208347351,0.855407944337,0.198084274304,1e-300
2.825,5,-5.83188885655,1.01145162913,1.89502919881,18.3390213512,21.1208347351,0.854048794634,0.19805099896,1e-300
2.85,5,-5.82734573242,1.05591175529,1.89550036667,18.3163435912,21.1208347351,0.853335350318,0.197976686814,1e-300
2.875,5,-5.81687393927,1.09935924478,1.89605968873,18.3016968634,21.1208347351,0.853030673448,0.197919450699,1e-300
2.9,5,-5.80066313529,1.14100720546,1.89657153197,18.2871467981,21.1208347351,0.85268815036,0.197855087141,1e-300
2.925,5,-5.77900691981,1.18010133707,1.89692491991,18.2738631513,21.1208347351,0.851966079152,0.197840427108,1e-300
2.95,5,-5.75229751586,1.21593359258,1.89716615257,18.2679499684,21.1208347351,0.851620522739,0.197874930339,1e-300
2.975,5,-5.72101866646,1.24785500194,1.89716637999,18.2686959711,21.1208347351,0.851559374427,0.197889155145,1e-300
3,5,-5.68573687342,1.27528742573,1.89681743977,18.2721815624,21.1208347351,0.851286937951,0.197945704667,1e-300
3.025,5,-5.6470911372,1.29773402606,1.89613134044,18.2814353371,21.1208347351,0.851795051979,0.197964324796,1e-300
3.05,5,-5.60578138375,1.31478826497,1.89512022346,18.2940840554,21.1208347351,0.852143922605,0.198011052787,1e-300
3.075,5,-5.56255578797,1.3261412674,1.89385244383,18.3086186138,21.1208347351,0.852522172252,0.198053218108,1e-300
3.1,5,-5.51819722321,1.33158741529,1.89220132625,18.3288171001,21.1208347351,0.853093181136,0.198142046962,1e-300
3.125,5,-5.47350908239,1.33102807162,1.89039496739,18.3464033497,21.1208347351,0.85359825912,0.198214730222,1e-300
3.15,5,-5.42930072753,1.32447336683,1.88888901756,18.3627419362,21.1208347351,0.854241678022,0.198279386633,1e-300
3.175,5,-5.38637283104,1.31204201542,1.88768002683,18.3748854461,21.1208347351,0.854405203431,0.198368190173,1e-300
3.2,5,-5.34550287455,1.29395916577,1.88673841581,18.383210313,21.1208347351,0.855009496524,0.198347564013,1e-300
3.225,5,-5.30743106763,1.27055232248,1.88610295052,18.3863180424,21.1208347351,0.854457972407,0.19844055018,1e-300
3.25,5,-5.27284694163,1.24224541479,1.88585997264,18.3962778715,21.1208347351,0.855335195016,0.198419454752,1e-300
3.275,5,-5.24237686131,1.20955111864,1.88579206514,18.3868445948,21.1208347351,0.854761301139,0.19841053489,1e-300
3.3,5,-5.21657268059,1.17306157148,1.88605558148,18.3845328197,21.1208347351,0.854795650985,0.198390071083,1e-300
3.325,5,-5.19590174768,1.1334376478,1.88645914392,18.3781278394,21.1208347351,0.854360718798,0.198393751852,1e-300
3.35,5,-5.18073844084,1.09139698986,1.88699744761,18.3710726323,21.1208347351,0.85398254469,0.198362947983,1e-300
3.375,5,-5.17135738782,1.04770101019,1.88754377899,18.3615560219,21.1208347351,0.853413286092,0.198343552313,1e-300
3.4,5,-5.16792849205,1.00314110143,1.88816170615,18.3599025384,21.1208347351,0.853439082208,0.198334712403,1e-300
3.425,5,-5.1705138554,0.958524303128,1.88903036091,18.3489476813,21.1208347351,0.853098311258,0.198281458596,1e-300
3.45,5,-5.1790666535,0.914658685163,1.88975009754,18.3353837311,21.1208347351,0.852618561248,0.198268523698,1e-300
3.475,5,-5.19343198373,0.872338712547,1.89023227064,18.3186247814,21.1208347351,0.851875300694,0.198261652641,1e-300
3.5,5,-5.21334967075,0.832330856586,1.89071120072,18.3041650521,21.1208347351,0.851672447277,0.198181388068,1e-300
3.525,5,-5.2384589786,0.795359713057,1.89119007202,18.2916751796,21.1208347351,0.850789648847,0.198219000483,1e-300
3.55,5,-5.26830514415,0.762094878816,1.89159968447,18.2948645259,21.1208347351,0.851385629869,0.198160483643,1e-300
3.575,5,-5.30234761341,0.733138824502,1.89168071463,18.2783379852,21.1208347351,0.850500418874,0.198128028922,1e-300
3.6,5,-5.33996983174,0.709015982984,1.89164209332,18.2786841178,21.1208347351,0.851234914315,0.198036491704,1e-300
3.625,5,-5.38049041044,0.690163251185,1.89136383073,18.2787356705,21.1208347351,0.851288413801,0.198001887979,1e-300
3.65,5,-5.42317546765,0.676922077291,1.89099465032,18.278690524,21.1208347351,0.851318673034,0.19795164912,1e-300
3.675,5,-5.46725191988,0.669532276672,1.89042888431,18.2783616458,21.1208347351,0.851136224778,0.197951155573,1e-300
3.7,5,-5.51192148365,0.6681276885,1.88969698417,18.2815730057,21.1208347351,0.851287568257,0.197958108514,1e-300
3.725,5,-5.5563751334,0.672733751744,1.88909866762,18.284232991,21.1208347351,0.851649516844,0.197944044356,1e-300
3.75,5,-5.59980775408,0.68326704444,1.88866813769,18.2822041281,21.1208347351,0.851549333742,0.197973352952,1e-300
3.775,5,-5.64143272286,0.699536794569,1.88827410002,18.2746116255,21.1208347351,0.851398064875,0.197947705277,1e-300
3.8,5,-5.68049615587,0.721248335197,1.8880510776,18.2641705561,21.1208347351,0.85089311863,0.197917961823,1e-300
3.825,5,-5.71629056209,0.748008441286,1.88805535447,18.2550426136,21.1208347351,0.850531279437,0.197914677536,1e-300
3.85,5,-5.74816765696,0.779332451523,1.88823032265,18.2434857487,21.1208347351,0.850131088904,0.197877380235,1e-300
3.875,5,-5.77555010366,0.814653046191,1.88858164364,18.2285719296,21.1208347351,0.849417547885,0.197870604927,1e-300
3.9,5,-5.79794196945,0.853330522081,1.88908502428,18.2180999792,21.1208347351,0.849406697689,0.197812800717,1e-300
3.925,5,-5.8149377077,0.894664378375,1.88965105929,18.2061023717,21.1208347351,0.849079803303,0.197747064007,1e-300
3.95,5,-5.82622950285,0.937906003657,1.89029322526,18.1863997063,21.1208347351,0.848271497859,0.197634151125,1e-300
3.975,5,-5.8316128454,0.982272234258,1.89098518227,18.1623030114,21.1208347351,0.846824808945,0.197605288604,1e-300
4,5,-5.83099023581,1.02695953841,1.89147919231,18.1370961823,21.1208347351,0.845956879832,0.197534292375,1e-300
4.025,5,-5.82437295037,1.07115856926,1.89201079646,18.1180898648,21.1208347351,0.846258572991,0.197409067075,1e-300
4.05,5,-5.81188083698,1.11406882325,1.89260095588,18.1038646646,21.1208347351,0.846745045662,0.197291973954,1e-300
4.075,5,-5.79374014451,1.1549131383,1.89311787708,18.0944275642,21.1208347351,0.847092700371,0.197180184004,1e-300
4.1,5,-5.77027942516,1.19295176922,1.89351387371,18.0883603709,21.1208347351,0.846886183795,0.197186784352,1e-300
4.125,5,-5.74192358395,1.22749578555,1.89370342051,18.0955200654,21.1208347351,0.847685421517,0.197161445252,1e-300
4.15,5,-5.70918618308,1.25791954894,1.89351419747,18.0899228921,21.1208347351,0.847304201356,0.197157472317,1e-300
4.175,5,-5.67266014065,1.28367204434,1.89307279083,18.0980921407,21.1208347351,0.847199233091,0.197222409497,1e-300
4.2,5,-5.63300699216,1.30428685964,1.89232090152,18.1086150593,21.1208347351,0.84648910164,0.197350341636,1e-300
4.225,5,-5.59094490916,1.31939063294,1.89138999982,18.1241614965,21.1208347351,0.846478983963,0.197451483373,1e-300
4.25,5,-5.54723569222,1.32870981472,1.89023977485,18.140351391,21.1208347351,0.845784717352,0.197620917627,1e-300
4.275,5,-5.50267097371,1.33207562213,1.88862222462,18.1660194018,21.1208347351,0.846630417067,0.197738710373,1e-300
4.3,5,-5.4580578803,1.32942709589,1.88698230983,18.1877569335,21.1208347351,0.847539547084,0.197805819167,1e-300
4.325,5,-5.41420441478,1.32081220436,1.88578114766,18.2081062766,21.1208347351,0.848227476807,0.197915007249,1e-300
4.35,5,-5.37190482204,1.30638697475,1.88473692429,18.2233402964,21.1208347351,0.848574828928,0.19800731764,1e-300
4.375,5,-5.3319252043,1.28641266725,1.88400015373,18.2377640657,21.1208347351,0.849325376597,0.198001181303,1e-300
4.4,5,-5.2949896459,1.2612510433,1.88352307961,18.2466796613,21.1208347351,0.849079423249,0.198094193373,1e-300
4.425,5,-5.26176709919,1.23135781354,1.88336037136,18.2630960091,21.1208347351,0.850206061662,0.198058171545,1e-300
